ID,Longitude,Latitude,Elevation,centroid
848907,-97379691,35471310,0,176
848906,-98165389,35551050,0,175
848905,-97467979,35444861,0,174
848904,-97538810,35489620,0,173
848903,-97500955,35399040,0,172
848902,-97554550,35398843,0,171
848901,-97475175,35522137,0,170
848900,-97574509,35502408,0,169
848899,-97549205,35616096,0,168
848898,-97220822,35674331,0,167
848897,-97556743,35424227,0,166
848896,-97632231,35516797,0,165
848895,-97525431,35504146,0,164
848894,-97556716,35379758,0,163
848893,-97945976,35529656,0,162
848892,-97552381,35413453,0,161
848891,-97433352,35201225,0,160
848890,-97534619,35451415,0,159
848889,-97653741,35398953,0,158
848888,-97525734,35398854,0,157
848887,-97414832,35442459,0,156
848886,-97556488,35334176,0,155
848885,-97623419,35340251,0,154
848884,-97485715,35341526,0,153
848883,-97194054,35608348,0,152
848882,-97556597,35370125,0,151
848881,-97490033,35488134,0,150
848880,-97450284,35438656,0,149
848879,-97561190,35413430,0,148
848878,-97498033,35341557,0,147
848877,-97647354,35587364,0,146
848876,-97556652,35489582,0,145
848875,-97498775,35240141,0,144
848874,-97468014,35326980,0,143
848873,-97496490,35479538,0,142
848872,-97539860,35543967,0,141
848871,-97388274,35217906,0,140
848870,-97474444,35480925,0,139
848869,-97400483,35442148,0,138
848868,-97662896,35486013,0,137
848867,-97733458,35384442,0,136
848866,-97549197,35631036,0,135
848865,-97489776,35646039,0,134
848864,-97499707,35626513,0,133
848863,-97393593,35442443,0,132
848862,-97472292,35225641,0,131
848861,-97556519,35471435,0,130
848860,-97571252,35558399,0,129
848859,-97335511,35406738,0,128
848858,-97487182,35565627,0,127
848857,-97432524,35442468,0,126
848856,-97443585,35220785,0,125
848855,-97458954,35196672,0,124
848854,-97535849,35575726,0,123
848853,-97448226,35211385,0,122
848852,-97513919,35485678,0,121
848851,-97499738,35305388,0,120
848850,-97654070,35536656,0,119
848849,-97501153,35462804,0,118
848848,-97452177,35225675,0,117
848847,-97507341,35478649,0,116
848846,-97956605,35515119,0,115
848845,-97432439,35413510,0,114
848844,-97406333,35493108,0,113
848843,-97471630,35662639,0,112
848842,-97587889,35529548,0,111
848841,-97573051,35370093,0,110
848840,-97464395,35262107,0,109
848839,-97639646,35558389,0,108
848838,-97572524,35531485,0,107
848837,-97516826,35384601,0,106
848836,-97592247,35489682,0,105
848835,-97964072,35542929,0,104
848834,-97539010,35462532,0,103
848833,-97605601,35500536,0,102
848832,-97539043,35402581,0,101
848831,-97516714,35496897,0,100
848830,-97472277,35211164,0,99
848829,-97627801,35506771,0,98
848828,-97522619,35558351,0,97
848827,-97622922,35471521,0,96
848826,-97489897,35514983,0,95
848825,-97274157,35406843,0,94
848824,-97568191,35495043,0,93
848823,-97715754,35496774,0,92
848822,-97500983,35327051,0,91
848821,-97442702,35584414,0,90
848820,-97442563,35623726,0,89
848819,-97335579,35442584,0,88
848818,-97469745,35183259,0,87
848817,-97538919,35370213,0,86
848816,-97654057,35522408,0,85
848815,-97519277,35452841,0,84
848814,-97522845,35487807,0,83
848813,-97552594,35386086,0,82
848812,-97568491,35414494,0,81
848811,-97654072,35471480,0,80
848810,-97520985,35327048,0,79
848809,-97432711,35211858,0,78
848808,-97572197,35542074,0,77
848807,-97525792,35439888,0,76
848806,-97504975,35645626,0,75
848805,-97514173,35471236,0,74
848804,-97432428,35395871,0,73
848803,-97724594,35398986,0,72
848802,-97610052,35515040,0,71
848801,-97435108,35225613,0,70
848800,-97645493,35482440,0,69
848799,-97665147,35595132,0,68
848798,-97689185,35496956,0,67
848797,-97697974,35391684,0,66
848796,-97518276,35652961,0,65
848795,-97573124,35319636,0,64
848794,-97574536,35527963,0,63
848793,-97592302,35516758,0,62
848792,-97543433,35469623,0,61
848791,-97273901,35485903,0,60
848790,-97432447,35425403,0,59
848789,-97620584,35682252,0,58
848788,-97574520,35516710,0,57
848787,-97472027,35305407,0,56
848786,-97556526,35529993,0,55
848785,-97544936,35602118,0,54
848784,-97751387,35500622,0,53
848783,-97733621,35488124,0,52
848782,-97971731,34978955,0,51
848781,-97500954,35473735,0,50
848780,-97647314,35569010,0,49
848779,-97571644,35572952,0,48
848778,-97544860,35660333,0,47
848777,-97488889,35660328,0,46
848776,-97379611,35440844,0,45
848775,-97583290,35423934,0,44
848774,-97609905,35435382,0,43
848773,-97414812,35211098,0,42
848772,-97379741,35493084,0,41
848771,-97539070,35424288,0,40
848770,-97409306,35884666,0,39
848769,-97496022,35674721,0,38
848768,-97441409,35334234,0,37
848767,-97629611,35601933,0,36
848766,-97415123,35471369,0,35
848765,-97501904,35428043,0,34
848764,-97576486,35601749,0,33
848763,-97335553,35456809,0,32
848762,-97361981,35471275,0,31
848761,-97539003,35395476,0,30
848760,-97534635,35413486,0,29
848759,-97485778,35356035,0,28
848758,-97553806,35558154,0,27
848757,-97962613,35527290,0,26
848756,-97731673,35498879,0,25
848755,-97665136,35580204,0,24
848754,-97419338,35193551,0,23
848753,-97472084,35696303,0,22
848752,-97481038,35514964,0,21
848751,-97450647,35235522,0,20
848750,-97525618,35370229,0,19
848749,-97508259,35341569,0,18
848748,-97726249,35457038,0,17
848747,-97574511,35482323,0,16
848746,-97627833,35496960,0,15
848745,-97525781,35427999,0,14
848744,-97538787,35496888,0,13
848743,-97480519,35616306,0,12
848742,-97592224,35478879,0,11
848741,-97452994,35305293,0,10
848740,-97415039,35459352,0,9
848739,-97414925,35453015,0,8
848738,-97540626,35682106,0,7
848737,-97689150,35435753,0,6
848736,-97496378,35203407,0,5
848735,-97499034,35370300,0,4
848734,-97527186,35459968,0,3
848733,-97543504,35413473,0,2
848732,-97450275,35363035,0,1
702370,-97979717,35725722,0,
702371,-97979807,35725720,0,
702460,-97976815,35725774,0,
702461,-97976819,35725174,0,
702459,-97976810,35726171,0,
702481,-97976855,35727095,0,
702449,-97976862,35728200,0,
702458,-97976806,35726409,0,
702457,-97976803,35727010,0,
702482,-97976760,35727098,0,
702450,-97976769,35728202,0,
702382,-97976824,35729306,0,
702451,-97976699,35729303,0,
702383,-97976733,35729742,0,
702452,-97976602,35729722,0,
702389,-97976539,35730341,0,
702390,-97976390,35730324,0,
449985,-97975410,35732139,0,
702391,-97974147,35733012,0,
435469,-97959378,35653082,0,
397553,-97959364,35644583,0,
435470,-97959272,35660417,0,
435471,-97959169,35667634,0,
435472,-97959441,35667630,0,
397555,-97959653,35653075,0,
435479,-97959398,35682173,0,
449876,-97959161,35677218,0,
449874,-97959149,35678772,0,
435490,-97959255,35690721,0,
449873,-97959122,35682180,0,
449888,-97966289,35698766,0,
449889,-97973802,35711055,0,
463615,-97965399,35698157,0,
435499,-97961727,35695314,0,
435500,-97974177,35711051,0,
435498,-97961214,35694955,0,
449887,-97960753,35695188,0,
449890,-97976342,35716414,0,
449871,-97959071,35686476,0,
449870,-97958986,35690054,0,
435495,-97959235,35691131,0,
449869,-97958970,35690712,0,
449878,-97958957,35692513,0,
435496,-97959231,35691217,0,
435497,-97959270,35692361,0,
449879,-97958963,35693849,0,
463610,-97954538,35692511,0,
463611,-97955315,35692835,0,
449884,-97959468,35694335,0,
449880,-97958962,35694110,0,
449881,-97959142,35694190,0,
702498,-97958649,35693971,0,
449885,-97959141,35694501,0,
449886,-97959481,35694647,0,
463613,-97958960,35694423,0,
463614,-97958958,35694786,0,
702499,-97957236,35693348,0,
463612,-97958656,35694292,0,
702500,-97956269,35692931,0,
449866,-97955462,35692592,0,
449865,-97949245,35690095,0,
449863,-97948387,35689717,0,
463609,-97948255,35689934,0,
463608,-97947456,35689587,0,
463599,-97935627,35684161,0,
463600,-97935275,35684011,0,
463601,-97934895,35683849,0,
519915,-97632308,35623638,0,
519916,-97632405,35623638,0,
519823,-97638608,35627373,0,
519824,-97638612,35627940,0,
519825,-97638591,35628423,0,
519826,-97638587,35629815,0,
519845,-97638589,35629924,0,
519846,-97638583,35630504,0,
508751,-97638581,35631284,0,
508750,-97638602,35632829,0,
508742,-97638621,35633552,0,
508741,-97638597,35635363,0,
508740,-97638590,35635951,0,
508739,-97638587,35636199,0,
508738,-97638582,35636606,0,
508737,-97638568,35637657,0,
491621,-97638557,35638556,0,
491622,-97636622,35638558,0,
491620,-97638532,35639982,0,
491619,-97638523,35641612,0,
491618,-97638522,35641810,0,
491629,-97636055,35638559,0,
491630,-97634662,35638561,0,
491633,-97633459,35638559,0,
491634,-97630498,35638560,0,
491612,-97638496,35646829,0,
491611,-97638494,35648168,0,
491608,-97638493,35649195,0,
491607,-97638481,35651215,0,
491527,-97638469,35652879,0,
519914,-97630758,35623640,0,
519912,-97629623,35623641,0,
519911,-97629481,35623641,0,
684228,-97629366,35623641,0,
684229,-97629186,35623642,0,
684231,-97625917,35623646,0,
684232,-97625673,35623646,0,
519894,-97625559,35623647,0,
519895,-97625322,35623647,0,
519896,-97625080,35623647,0,
519897,-97624940,35623648,0,
519898,-97621925,35623653,0,
520053,-97620788,35620743,0,
508885,-97620792,35623657,0,
520035,-97620788,35620612,0,
519901,-97621837,35623653,0,
519902,-97621197,35623657,0,
508886,-97620207,35623655,0,
508887,-97619409,35623653,0,
508884,-97620790,35624477,0,
508888,-97616241,35623654,0,
508883,-97620774,35628852,0,
508882,-97620773,35628943,0,
508881,-97620764,35631359,0,
508880,-97620766,35631463,0,
508878,-97620765,35631741,0,
508799,-97620759,35633792,0,
491635,-97630425,35638560,0,
491636,-97628589,35638557,0,
491638,-97628534,35638557,0,
491639,-97627301,35638559,0,
491647,-97626625,35638559,0,
491648,-97625546,35638559,0,
491650,-97625310,35638558,0,
491651,-97624124,35638558,0,
491652,-97621810,35638557,0,
531444,-97585351,35624111,0,
520561,-97585438,35625133,0,
509114,-97587111,35626397,0,
509115,-97587107,35626546,0,
509116,-97586421,35636575,0,
520562,-97585588,35626864,0,
520563,-97585574,35628053,0,
531446,-97584250,35623591,0,
531447,-97582622,35623597,0,
543462,-97583298,35623467,0,
543463,-97582609,35623500,0,
520555,-97586161,35628473,0,
520556,-97585973,35631103,0,
520564,-97585371,35630910,0,
509120,-97586313,35629581,0,
509121,-97586109,35632452,0,
520557,-97585533,35637226,0,
520565,-97585362,35631021,0,
520566,-97585243,35632690,0,
509122,-97585674,35638545,0,
520567,-97583142,35638567,0,
491701,-97598148,35638563,0,
491702,-97597820,35638568,0,
491703,-97597696,35638568,0,
491704,-97595538,35638557,0,
491705,-97595242,35638555,0,
491706,-97594747,35638552,0,
491707,-97590661,35638547,0,
491722,-97590538,35638547,0,
491723,-97589246,35638524,0,
491724,-97588785,35638526,0,
509127,-97587834,35638525,0,
520558,-97585509,35637590,0,
509126,-97587063,35638539,0,
509125,-97587027,35638540,0,
509124,-97586718,35638545,0,
509123,-97586364,35638541,0,
509132,-97585442,35638551,0,
509133,-97585381,35642528,0,
509129,-97585642,35639163,0,
509130,-97585633,35639497,0,
520569,-97584281,35638565,0,
520568,-97584115,35638566,0,
520570,-97582755,35638567,0,
509131,-97585624,35639789,0,
491737,-97585607,35640815,0,
491738,-97585622,35643182,0,
509134,-97585395,35643186,0,
491739,-97585633,35643964,0,
509135,-97585083,35647548,0,
491740,-97585184,35648329,0,
491741,-97585052,35649001,0,
509136,-97584957,35648320,0,
509137,-97584571,35651686,0,
491742,-97584782,35653075,0,
651825,-97582971,35522278,0,
651826,-97582938,35522278,0,
651827,-97583175,35522280,0,
623425,-97582870,35522277,0,
623424,-97582765,35522276,0,
623422,-97582712,35522275,0,
623421,-97582568,35522274,0,
651837,-97582463,35522273,0,
623420,-97582381,35522271,0,
623419,-97582300,35522270,0,
651841,-97582199,35522269,0,
651840,-97582108,35522268,0,
623418,-97581935,35522265,0,
73899,-98312680,35547152,0,
73900,-98308315,35550198,0,
73901,-98307954,35550459,0,
73902,-98307312,35551032,0,
73903,-98307002,35551362,0,
98362,-98306606,35551806,0,
98363,-98306455,35551997,0,
98361,-98306354,35551676,0,
98364,-98306101,35552509,0,
98365,-98304987,35554588,0,
98360,-98305073,35551356,0,
98366,-98294657,35569515,0,
122750,-98315613,35617203,0,
122751,-98317696,35620985,0,
848729,-98313088,35615699,0,
122743,-98313207,35615484,0,
848730,-98305195,35610219,0,
122739,-98304025,35608037,0,
122741,-98305453,35610099,0,
848731,-98301989,35605596,0,
122754,-98317739,35621790,0,
149708,-98317755,35622779,0,
173045,-98317759,35623839,0,
173048,-98317764,35624754,0,
173049,-98317763,35625808,0,
173044,-98316485,35623826,0,
173050,-98317764,35626849,0,
173051,-98317310,35628937,0,
173043,-98315837,35623822,0,
149702,-98315194,35623817,0,
149699,-98313328,35623826,0,
838114,-98317305,35629968,0,
838161,-98317311,35630486,0,
838162,-98317311,35630515,0,
838157,-98317317,35631047,0,
838156,-98317325,35631602,0,
838155,-98317332,35632110,0,
838176,-98317331,35633170,0,
838147,-98317341,35634204,0,
838146,-98317329,35635179,0,
838098,-98317335,35636236,0,
149698,-98312050,35623774,0,
149697,-98311470,35623776,0,
149696,-98310804,35623779,0,
149695,-98308628,35623756,0,
838097,-98317333,35637295,0,
173081,-98317364,35638296,0,
173082,-98318780,35640830,0,
173083,-98319787,35642091,0,
173084,-98326981,35652802,0,
196890,-98319615,35642165,0,
245398,-98123782,35334083,0,
245400,-98115462,35334141,0,
219796,-98131136,35356666,0,
219798,-98131245,35360508,0,
245401,-98113278,35334157,0,
245412,-98105050,35334200,0,
219800,-98131244,35360974,0,
219802,-98131244,35361754,0,
196111,-98131255,35363027,0,
196112,-98131256,35363079,0,
196113,-98131263,35370117,0,
196114,-98131266,35370620,0,
830980,-98131235,35372790,0,
196119,-98131269,35377417,0,
196120,-98131120,35383826,0,
196121,-98131741,35388347,0,
196122,-98131807,35388491,0,
552236,-97549500,35637966,0,
543822,-97549498,35638535,0,
543821,-97550251,35638532,0,
543823,-97549495,35639274,0,
543824,-97549488,35640454,0,
676746,-97548748,35638533,0,
676745,-97548560,35638532,0,
543847,-97547806,35638531,0,
543848,-97547588,35638530,0,
543849,-97547492,35638530,0,
543850,-97547094,35638529,0,
552302,-97546984,35638529,0,
543825,-97549486,35640952,0,
543826,-97549485,35641054,0,
543827,-97549484,35641244,0,
543828,-97549482,35641626,0,
543829,-97549480,35642122,0,
531767,-97549477,35642720,0,
531768,-97549474,35643253,0,
531769,-97549474,35643324,0,
531770,-97549495,35645715,0,
552301,-97543976,35638526,0,
552305,-97541479,35638524,0,
531772,-97549506,35647022,0,
531864,-97549508,35647134,0,
531865,-97549515,35649337,0,
531866,-97549516,35649548,0,
531875,-97549523,35651142,0,
520802,-97549526,35651694,0,
543883,-97541283,35638524,0,
543884,-97539351,35638515,0,
543885,-97537215,35638505,0,
543886,-97537148,35638505,0,
543887,-97534774,35638494,0,
543888,-97533177,35638487,0,
674149,-97531717,35619683,0,
674150,-97531690,35620816,0,
674148,-97531712,35619372,0,
674152,-97531626,35621159,0,
552511,-97531490,35621679,0,
552509,-97531357,35622179,0,
552508,-97531299,35622447,0,
552482,-97533623,35623546,0,
552483,-97533127,35623541,0,
552484,-97532798,35623534,0,
552485,-97531740,35623534,0,
552486,-97531234,35623533,0,
552507,-97531243,35622972,0,
674158,-97531235,35623112,0,
552487,-97531242,35624380,0,
543948,-97531358,35624970,0,
552506,-97530703,35623535,0,
552497,-97530343,35623536,0,
552498,-97530300,35623536,0,
552499,-97529624,35623537,0,
543946,-97531688,35626546,0,
543945,-97531688,35626580,0,
543954,-97529564,35623537,0,
543955,-97526492,35623545,0,
543943,-97531690,35627486,0,
543942,-97531691,35627910,0,
543941,-97531695,35629252,0,
543931,-97531695,35629358,0,
543930,-97531696,35629778,0,
543929,-97531696,35629912,0,
543924,-97531698,35631100,0,
543920,-97531673,35632371,0,
543919,-97531671,35632488,0,
543918,-97531668,35632577,0,
543917,-97531667,35632747,0,
543910,-97531655,35633685,0,
543909,-97531651,35633988,0,
543906,-97531639,35634915,0,
552524,-97525138,35623540,0,
552523,-97525014,35623539,0,
552521,-97524836,35623540,0,
552520,-97524183,35623545,0,
552527,-97523929,35623554,0,
543984,-97523818,35623556,0,
543985,-97522522,35623557,0,
552584,-97520725,35623579,0,
544017,-97520614,35623581,0,
544018,-97517736,35623634,0,
544019,-97517421,35623641,0,
676699,-97533111,35638486,0,
543895,-97532382,35638483,0,
543896,-97532290,35638482,0,
543897,-97531598,35638479,0,
543905,-97531612,35637145,0,
676696,-97531614,35637456,0,
676703,-97531612,35637562,0,
676704,-97531606,35637759,0,
532012,-97531603,35639043,0,
543898,-97531051,35638478,0,
543899,-97530876,35638478,0,
543900,-97529945,35638476,0,
532030,-97528545,35638473,0,
532011,-97531606,35639359,0,
532010,-97531613,35640098,0,
532009,-97531615,35640332,0,
531974,-97531610,35642496,0,
531975,-97531608,35644580,0,
532031,-97526650,35638470,0,
532032,-97523319,35638472,0,
531977,-97531608,35645149,0,
531978,-97531606,35645220,0,
531979,-97531621,35645845,0,
531980,-97531624,35645933,0,
520914,-97531624,35645971,0,
520913,-97531640,35646689,0,
520911,-97531653,35647305,0,
520910,-97531666,35647905,0,
520909,-97531672,35648031,0,
520908,-97531673,35648115,0,
684038,-97531675,35648716,0,
520906,-97531677,35649292,0,
520904,-97531677,35649470,0,
520903,-97531679,35649887,0,
520898,-97531682,35650927,0,
520897,-97531683,35651174,0,
684043,-97531683,35651272,0,
684045,-97531686,35652013,0,
532033,-97523118,35638472,0,
532034,-97522246,35638467,0,
532035,-97521781,35638464,0,
532036,-97520959,35638460,0,
532037,-97520578,35638458,0,
532038,-97519723,35638453,0,
532039,-97519222,35638451,0,
512193,-96759460,35721415,0,
512183,-96760273,35720940,0,
512184,-96759086,35721626,0,
512185,-96758784,35721778,0,
512186,-96757779,35722352,0,
512187,-96757599,35722456,0,
495521,-96754335,35723969,0,
495522,-96751986,35724026,0,
495523,-96751477,35724025,0,
495530,-96745271,35724046,0,
495531,-96744156,35724049,0,
495532,-96742926,35724058,0,
495533,-96742462,35724065,0,
481467,-96733708,35724075,0,
481444,-96732692,35724129,0,
481443,-96724158,35731926,0,
481442,-96719311,35736525,0,
481441,-96717378,35737612,0,
481440,-96716930,35737806,0,
481439,-96710718,35739788,0,
481438,-96699581,35743851,0,
481437,-96698549,35744227,0,
481435,-96694905,35745610,0,
481434,-96694404,35745798,0,
481433,-96694367,35745812,0,
481432,-96693234,35746240,0,
481430,-96689663,35747587,0,
481429,-96688009,35748218,0,
481427,-96685386,35749218,0,
481426,-96683921,35749777,0,
495301,-96667283,35749876,0,
495302,-96668849,35750225,0,
495300,-96665650,35749483,0,
481425,-96683202,35750038,0,
495344,-96682762,35750212,0,
481417,-96682543,35750292,0,
481416,-96680643,35750721,0,
495306,-96676211,35750966,0,
495305,-96675746,35750992,0,
495304,-96671880,35750936,0,
495303,-96669639,35750409,0,
438697,-96662799,35653069,0,
438698,-96662825,35648125,0,
423956,-96662352,35653068,0,
423957,-96662361,35651517,0,
423955,-96662345,35654015,0,
423952,-96662334,35654556,0,
438696,-96662782,35657860,0,
438695,-96662791,35658300,0,
423951,-96662336,35658309,0,
438694,-96662744,35661842,0,
423949,-96662395,35662823,0,
423947,-96662420,35663824,0,
438693,-96662590,35664756,0,
438692,-96662579,35665109,0,
423946,-96662428,35664678,0,
423945,-96662414,35665095,0,
438691,-96662530,35666062,0,
438690,-96662370,35666064,0,
453968,-96662456,35667916,0,
438689,-96662295,35667920,0,
453960,-96662506,35669980,0,
453961,-96662508,35671534,0,
438688,-96662324,35669988,0,
453965,-96662509,35671585,0,
453966,-96662562,35674997,0,
438680,-96662358,35671582,0,
437618,-97030800,35953553,0,
400249,-97031658,35956435,0,
437617,-97030656,35953096,0,
437616,-97029002,35949377,0,
437619,-97027663,35947868,0,
437620,-97026155,35947115,0,
437622,-97017578,35943744,0,
400250,-97032015,35957630,0,
400251,-97032653,35959783,0,
453049,-97016245,35915277,0,
453050,-97016246,35915875,0,
453051,-97016235,35926701,0,
701372,-97016235,35926816,0,
453052,-97016241,35927013,0,
453053,-97016243,35927377,0,
453054,-97016248,35927565,0,
453076,-97016287,35930657,0,
453077,-97016344,35935886,0,
453078,-97016392,35938733,0,
453079,-97016401,35939218,0,
453080,-97016572,35942078,0,
523834,-96991693,35690516,0,
523836,-96987563,35691071,0,
523838,-96981946,35691817,0,
523844,-96977316,35692423,0,
523846,-96974477,35692802,0,
523847,-96973108,35692985,0,
523849,-96968408,35693605,0,
523850,-96965353,35694024,0,
512681,-96964203,35694168,0,
512680,-96955627,35695300,0,
512679,-96953356,35695501,0,
512677,-96951891,35695503,0,
512675,-96950982,35695510,0,
512674,-96949769,35695521,0,
512673,-96948352,35695528,0,
512671,-96947353,35695529,0,
512667,-96946469,35695537,0,
512665,-96945194,35695534,0,
512664,-96941679,35695561,0,
512662,-96939709,35695570,0,
512661,-96938957,35695575,0,
512660,-96936647,35695592,0,
512659,-96934146,35695601,0,
512658,-96932370,35695610,0,
512656,-96931426,35695615,0,
512655,-96930505,35695618,0,
512654,-96930385,35695618,0,
512653,-96928713,35695631,0,
686309,-96928489,35695633,0,
481621,-96888289,35651906,0,
481622,-96888180,35650677,0,
481620,-96888424,35653022,0,
495762,-96888500,35653645,0,
495760,-96889252,35658101,0,
495758,-96890043,35662603,0,
495757,-96890752,35666552,0,
512518,-96887478,35681791,0,
512517,-96884207,35687242,0,
512516,-96883679,35688952,0,
512513,-96883718,35692339,0,
512514,-96883678,35691184,0,
512512,-96883829,35695346,0,
512180,-96764747,35717598,0,
512181,-96762571,35719647,0,
512197,-96765036,35716666,0,
512182,-96762160,35719879,0,
545224,-97318261,35665805,0,
533908,-97316001,35666668,0,
545220,-97318251,35667030,0,
545221,-97318262,35668209,0,
533909,-97314985,35666815,0,
533910,-97314206,35666855,0,
533911,-97313589,35666881,0,
533912,-97301928,35667016,0,
533892,-97318268,35668841,0,
