ID,Longitude,Latitude,Elevation,centroid
745386,-97653235,35226775,0,
745387,-97653235,35226902,0,
745388,-97653232,35227104,0,
745390,-97653231,35227511,0,
745394,-97653229,35228061,0,
745395,-97653229,35228264,0,
745397,-97653227,35228612,0,
745401,-97653226,35229127,0,
745402,-97653225,35229457,0,
745404,-97653221,35231024,0,
745212,-97655492,35232881,0,
745410,-97653221,35231684,0,
800715,-97670896,35224268,0,
800717,-97670899,35224397,0,
745272,-97670911,35224902,0,
745271,-97670910,35225038,0,
745308,-97666987,35218335,0,
800709,-97666477,35218335,0,
753897,-97653024,35193509,0,
753896,-97653022,35194049,0,
753894,-97653022,35195156,0,
753893,-97653022,35195875,0,
753891,-97653009,35196686,0,
753889,-97653005,35196938,0,
753887,-97652987,35198028,0,
753886,-97652980,35198516,0,
753884,-97652979,35198634,0,
753882,-97652978,35199137,0,
753881,-97652976,35199566,0,
753880,-97652972,35200327,0,
753879,-97652984,35200706,0,
753875,-97653025,35201951,0,
753778,-97653105,35203809,0,
753776,-97653150,35205916,0,
753775,-97653182,35207377,0,
753773,-97653176,35207643,0,
753772,-97653171,35207833,0,
753771,-97653220,35208992,0,
745328,-97664300,35218355,0,
745329,-97663647,35218361,0,
745331,-97662625,35218358,0,
745333,-97662005,35218370,0,
745334,-97661333,35218377,0,
745336,-97661203,35218378,0,
745342,-97660812,35218382,0,
745344,-97658175,35218367,0,
745351,-97656752,35218376,0,
753769,-97653191,35209256,0,
753767,-97653189,35209492,0,
753760,-97653189,35210022,0,
753759,-97653190,35211790,0,
792872,-97653190,35211861,0,
753728,-97653198,35213224,0,
753697,-97653199,35213417,0,
753698,-97653207,35214717,0,
753699,-97653208,35214780,0,
753700,-97653234,35215130,0,
753705,-97653239,35216313,0,
753706,-97653242,35217230,0,
753708,-97653245,35218052,0,
745352,-97653246,35218397,0,
745353,-97653242,35219573,0,
745354,-97653241,35220210,0,
745355,-97653239,35220708,0,
745357,-97653238,35221094,0,
745359,-97653236,35221607,0,
745362,-97653235,35221874,0,
745363,-97653235,35222119,0,
745364,-97653233,35222734,0,
745365,-97653231,35222883,0,
745367,-97653227,35223271,0,
745369,-97653225,35223471,0,
754174,-97653083,35130960,0,
754173,-97653075,35131347,0,
760282,-97653037,35132047,0,
754169,-97653059,35132798,0,
754168,-97653061,35132953,0,
754167,-97653056,35133575,0,
754166,-97653056,35134083,0,
754165,-97653065,35134924,0,
754164,-97653075,35135211,0,
791044,-97656423,35137961,0,
790975,-97655816,35137961,0,
790974,-97655225,35137993,0,
760267,-97654610,35138086,0,
754163,-97653093,35135537,0,
754162,-97653102,35135655,0,
754161,-97653110,35135934,0,
754159,-97653110,35135951,0,
754157,-97653111,35136175,0,
754156,-97653112,35136400,0,
754155,-97653115,35136956,0,
754154,-97653114,35137453,0,
760268,-97654013,35138258,0,
754150,-97653376,35138534,0,
754151,-97653138,35138068,0,
754153,-97653113,35137591,0,
754152,-97653117,35137901,0,
754149,-97652842,35138862,0,
754148,-97652308,35139190,0,
754146,-97650915,35140046,0,
754145,-97650759,35140142,0,
760242,-97650751,35140148,0,
760241,-97649312,35141148,0,
791077,-97658339,35144840,0,
791024,-97658328,35145852,0,
791026,-97657658,35145852,0,
790924,-97657315,35145852,0,
790925,-97657122,35145852,0,
791029,-97657091,35145852,0,
791030,-97656483,35145854,0,
790928,-97656463,35145854,0,
790929,-97656065,35145855,0,
790931,-97655873,35145855,0,
790932,-97655534,35145858,0,
790933,-97655333,35145859,0,
791034,-97655282,35145859,0,
791035,-97655153,35145860,0,
791036,-97654933,35145874,0,
790961,-97654678,35145901,0,
790958,-97653424,35146032,0,
790960,-97653745,35146283,0,
791129,-97653464,35146584,0,
791130,-97653359,35146741,0,
790940,-97653163,35147364,0,
790957,-97653163,35145925,0,
790941,-97653149,35147877,0,
790948,-97653149,35148020,0,
790943,-97653148,35148150,0,
790944,-97653148,35148235,0,
790946,-97653147,35148439,0,
396266,-97724556,35385397,0,
396267,-97724560,35384404,0,
710242,-97724568,35385866,0,
396260,-97724573,35387424,0,
396259,-97724574,35387689,0,
396258,-97724576,35388110,0,
432889,-97724576,35388139,0,
246051,-97724572,35377176,0,
735192,-97706213,35279672,0,
735194,-97706215,35280271,0,
735195,-97706218,35280795,0,
735196,-97706218,35280838,0,
735198,-97706217,35281043,0,
735203,-97706204,35282436,0,
735205,-97706208,35284550,0,
725558,-97713729,35290959,0,
725559,-97713377,35290959,0,
725560,-97709702,35290963,0,
735250,-97706218,35286101,0,
735228,-97706234,35286505,0,
735229,-97706237,35286633,0,
735230,-97706241,35288194,0,
725561,-97708481,35290964,0,
725562,-97707377,35290965,0,
735240,-97706248,35289922,0,
725563,-97706235,35290972,0,
725564,-97706236,35291578,0,
725619,-97705342,35290966,0,
725621,-97705076,35290968,0,
725622,-97703375,35290974,0,
725623,-97702833,35290971,0,
725624,-97701997,35290970,0,
805225,-97701401,35290972,0,
805223,-97701169,35290968,0,
805222,-97700105,35290978,0,
805219,-97699761,35290974,0,
805218,-97699702,35290974,0,
805216,-97699582,35290973,0,
805145,-97698374,35290984,0,
805143,-97697572,35290989,0,
805142,-97697125,35290985,0,
805140,-97696888,35290987,0,
805138,-97695626,35290978,0,
805137,-97691776,35290982,0,
805136,-97691307,35290981,0,
725656,-97690954,35290981,0,
725657,-97690427,35290984,0,
725659,-97690216,35290982,0,
725661,-97689971,35290987,0,
725662,-97689803,35290988,0,
725664,-97689284,35290993,0,
735281,-97688559,35276508,0,
735351,-97686353,35276483,0,
735359,-97683318,35276502,0,
735360,-97682594,35276502,0,
735361,-97682161,35276509,0,
735362,-97681932,35276509,0,
735369,-97681273,35276510,0,
725666,-97688500,35290999,0,
725694,-97687616,35291000,0,
725695,-97685324,35291001,0,
725696,-97684753,35291001,0,
725697,-97683286,35291001,0,
725698,-97683004,35291001,0,
725699,-97682616,35291002,0,
725700,-97682291,35291002,0,
363896,-97733808,35290934,0,
363898,-97731440,35290938,0,
363912,-97729986,35290941,0,
363913,-97729763,35290941,0,
363915,-97729719,35290941,0,
363916,-97728238,35290944,0,
363920,-97728092,35290944,0,
363922,-97727835,35290944,0,
363923,-97727700,35290945,0,
363924,-97727036,35290936,0,
363926,-97724848,35290949,0,
363927,-97724486,35290951,0,
363928,-97723994,35290954,0,
725517,-97723991,35290377,0,
363929,-97723995,35291320,0,
725520,-97723213,35290946,0,
725521,-97722882,35290947,0,
805252,-97722363,35290948,0,
725537,-97721876,35290950,0,
725538,-97721471,35290951,0,
805248,-97721221,35290951,0,
805246,-97720892,35290952,0,
725539,-97720849,35290952,0,
725540,-97720646,35290952,0,
805245,-97720374,35290953,0,
725550,-97719976,35290953,0,
725551,-97719436,35290953,0,
735103,-97719140,35290954,0,
725552,-97719080,35290954,0,
725553,-97718859,35290954,0,
725554,-97717821,35290955,0,
725555,-97715895,35290957,0,
725556,-97715041,35290958,0,
245925,-97746025,35305412,0,
245963,-97742933,35305428,0,
245966,-97741935,35305428,0,
245967,-97740735,35305407,0,
245969,-97739473,35305447,0,
245973,-97738638,35305466,0,
245982,-97738559,35305465,0,
245983,-97737090,35305460,0,
245984,-97735603,35305461,0,
245986,-97735309,35305461,0,
245987,-97731913,35305460,0,
246001,-97731762,35305461,0,
246002,-97730690,35305468,0,
246003,-97729986,35305454,0,
725525,-97723995,35291476,0,
725526,-97723995,35291589,0,
725527,-97723995,35291641,0,
363930,-97723992,35291859,0,
363931,-97723984,35293461,0,
363933,-97723984,35293580,0,
363934,-97723984,35294669,0,
363935,-97723985,35295300,0,
363936,-97723985,35295493,0,
363938,-97723985,35295994,0,
363940,-97723985,35296306,0,
363941,-97723985,35296352,0,
363945,-97723985,35296473,0,
363947,-97723986,35297061,0,
363948,-97723986,35297806,0,
363950,-97723986,35298142,0,
814800,-97740132,35377151,0,
814801,-97739384,35377151,0,
814802,-97737963,35377151,0,
246280,-97742343,35377152,0,
246281,-97743200,35377147,0,
814799,-97740524,35377151,0,
365090,-97742348,35377646,0,
365089,-97742349,35377992,0,
365088,-97742351,35378459,0,
365087,-97742353,35378940,0,
365086,-97742354,35379113,0,
365085,-97742357,35379804,0,
365093,-97742358,35380015,0,
365094,-97742360,35380241,0,
365095,-97742360,35380412,0,
365096,-97742362,35380776,0,
365097,-97742361,35381227,0,
717109,-97742359,35381380,0,
365098,-97742357,35381519,0,
365099,-97742352,35381849,0,
379626,-97742345,35382367,0,
379627,-97742332,35383168,0,
379628,-97742328,35384051,0,
379629,-97742349,35384803,0,
379630,-97742337,35385273,0,
379631,-97742347,35386682,0,
379632,-97742354,35387689,0,
379633,-97742357,35388509,0,
379634,-97742359,35389159,0,
814803,-97736625,35377150,0,
814805,-97736216,35377150,0,
814806,-97733482,35377136,0,
814808,-97732313,35377131,0,
814810,-97730805,35377124,0,
814811,-97727812,35377142,0,
246066,-97724392,35357888,0,
246067,-97724415,35356085,0,
246064,-97724376,35359305,0,
246063,-97724379,35360275,0,
246060,-97724383,35360708,0,
246059,-97724402,35362948,0,
246058,-97724392,35365881,0,
246057,-97724388,35367148,0,
246056,-97724392,35367353,0,
246055,-97724396,35367611,0,
246054,-97724420,35369064,0,
246053,-97724418,35369384,0,
365000,-97714866,35362035,0,
365001,-97714960,35355572,0,
246037,-97715018,35362918,0,
246039,-97714831,35363673,0,
814812,-97727247,35377145,0,
814813,-97727083,35377146,0,
246052,-97724492,35373610,0,
365051,-97724564,35377715,0,
365049,-97724569,35378153,0,
365047,-97724565,35379001,0,
365046,-97724572,35380887,0,
365045,-97724574,35381354,0,
379579,-97724565,35382350,0,
396269,-97724567,35382676,0,
396268,-97724573,35383384,0,
363951,-97723984,35299522,0,
246004,-97728883,35305442,0,
246005,-97727323,35305456,0,
363965,-97727288,35305456,0,
363963,-97726730,35305461,0,
363952,-97723984,35301025,0,
363953,-97723979,35302780,0,
363955,-97723982,35303621,0,
363961,-97726172,35305462,0,
363960,-97725174,35305465,0,
363969,-97724855,35305466,0,
363970,-97723978,35305472,0,
363957,-97723982,35304717,0,
807214,-97723983,35305004,0,
363971,-97723982,35305854,0,
363975,-97720444,35305492,0,
363972,-97724050,35306199,0,
363973,-97723910,35306199,0,
246015,-97724119,35308976,0,
363974,-97723840,35308376,0,
363976,-97718610,35305506,0,
363978,-97717348,35305498,0,
363979,-97716834,35305495,0,
363980,-97716686,35305494,0,
363982,-97716111,35305491,0,
363983,-97713956,35305478,0,
246017,-97723830,35308975,0,
246016,-97724121,35309483,0,
220329,-97724147,35319982,0,
246018,-97723835,35310356,0,
246019,-97723836,35310601,0,
246020,-97723844,35319402,0,
246021,-97723845,35319981,0,
220330,-97724147,35320653,0,
220331,-97724128,35324400,0,
246022,-97723831,35324405,0,
246184,-97742272,35349364,0,
220436,-97742283,35348251,0,
246183,-97742267,35349529,0,
246182,-97742245,35350307,0,
246180,-97742241,35350451,0,
246179,-97742218,35351238,0,
246178,-97742151,35352769,0,
246177,-97742148,35352990,0,
246168,-97742145,35353187,0,
246166,-97742129,35354398,0,
246165,-97742128,35354470,0,
246164,-97742116,35355361,0,
246163,-97742112,35355655,0,
246161,-97742107,35356007,0,
246160,-97742102,35356392,0,
220332,-97724145,35327732,0,
246023,-97723841,35327737,0,
220333,-97724124,35329524,0,
246024,-97723825,35329521,0,
220334,-97723970,35333906,0,
246025,-97723776,35333235,0,
220335,-97724537,35333987,0,
220337,-97724584,35334215,0,
220341,-97724569,35336038,0,
220343,-97724526,35337250,0,
246026,-97723657,35333908,0,
246027,-97720691,35339995,0,
246029,-97723791,35334619,0,
220345,-97724505,35339436,0,
220347,-97724547,35339873,0,
220348,-97724707,35340997,0,
246028,-97721039,35339971,0,
246031,-97716173,35348231,0,
220365,-97724771,35342506,0,
220367,-97724766,35342650,0,
220369,-97724732,35343543,0,
220370,-97724690,35344637,0,
220371,-97724686,35344740,0,
220401,-97724659,35345574,0,
220402,-97724630,35346462,0,
220403,-97724608,35347010,0,
220405,-97724577,35347823,0,
220407,-97724555,35348383,0,
246092,-97724551,35348541,0,
246090,-97724524,35349567,0,
246080,-97724508,35350205,0,
246079,-97724484,35350635,0,
246077,-97724481,35350871,0,
246076,-97724475,35351377,0,
246074,-97724473,35351505,0,
246073,-97724471,35351708,0,
246071,-97724461,35352511,0,
246070,-97724459,35352664,0,
246069,-97724432,35354787,0,
246068,-97724428,35355078,0,
365005,-97717519,35345432,0,
365004,-97716276,35347597,0,
246033,-97715839,35348973,0,
365003,-97715921,35348250,0,
246034,-97715260,35355574,0,
246036,-97715254,35356218,0,
365002,-97714965,35354715,0,
246159,-97742108,35357488,0,
246158,-97742111,35358162,0,
246196,-97742115,35358804,0,
246197,-97742116,35359171,0,
246198,-97742120,35359925,0,
246199,-97742128,35361313,0,
246200,-97742136,35362803,0,
246262,-97742162,35363513,0,
246263,-97742168,35364604,0,
246264,-97742186,35365541,0,
246265,-97742200,35366250,0,
246266,-97742211,35367114,0,
246267,-97742223,35368434,0,
246269,-97742238,35370052,0,
246270,-97742249,35371794,0,
246271,-97742270,35373154,0,
365106,-97744891,35377131,0,
246282,-97744832,35377132,0,
365107,-97747354,35377146,0,
246272,-97742279,35373669,0,
246273,-97742294,35374531,0,
246274,-97742303,35375016,0,
246278,-97742310,35375362,0,
246279,-97742330,35376463,0,
364104,-97697341,35305477,0,
364105,-97696646,35305465,0,
364110,-97693928,35305468,0,
364112,-97692836,35305468,0,
364108,-97695501,35305472,0,
364116,-97692359,35305469,0,
364118,-97691908,35305469,0,
364119,-97690169,35305483,0,
364121,-97688518,35305495,0,
725731,-97685788,35305509,0,
744867,-97670867,35261989,0,
744956,-97670266,35261989,0,
744958,-97668822,35262005,0,
744959,-97668677,35262006,0,
744966,-97668426,35262004,0,
744967,-97667445,35261994,0,
744968,-97666538,35261995,0,
744975,-97665969,35261999,0,
744976,-97665050,35261994,0,
744977,-97664557,35261992,0,
735370,-97678792,35276516,0,
735371,-97678291,35276520,0,
735372,-97677512,35276529,0,
735385,-97676019,35276532,0,
735386,-97675153,35276530,0,
735388,-97673809,35276528,0,
725823,-97681293,35291002,0,
725824,-97681112,35291002,0,
725702,-97681529,35291002,0,
725825,-97680434,35291002,0,
725826,-97679851,35291002,0,
725827,-97677993,35291003,0,
725828,-97677437,35291003,0,
725830,-97672544,35291004,0,
735391,-97673110,35276531,0,
735392,-97671958,35276518,0,
735394,-97670861,35276519,0,
735470,-97669639,35276530,0,
735471,-97669115,35276529,0,
735472,-97667318,35276519,0,
735475,-97666362,35276516,0,
735477,-97665065,35276512,0,
725831,-97671913,35291004,0,
725832,-97671535,35291004,0,
725833,-97670821,35291008,0,
725887,-97668590,35291004,0,
725888,-97668292,35291004,0,
725890,-97667956,35291003,0,
725891,-97667573,35291006,0,
725892,-97666488,35291008,0,
725893,-97666410,35291008,0,
725894,-97665679,35291005,0,
725899,-97665084,35291006,0,
744983,-97664172,35261988,0,
744984,-97663631,35261982,0,
744988,-97663238,35261978,0,
744992,-97663154,35261977,0,
744993,-97661977,35261976,0,
744994,-97660910,35261974,0,
744996,-97659640,35261973,0,
744997,-97659434,35261973,0,
744998,-97658430,35261971,0,
745004,-97656695,35261968,0,
745005,-97656189,35261967,0,
725701,-97681686,35291002,0,
725618,-97706238,35293865,0,
725565,-97706238,35294540,0,
725566,-97706239,35295102,0,
725567,-97706240,35296533,0,
725568,-97706240,35296846,0,
725569,-97706240,35297121,0,
725571,-97706241,35298148,0,
725572,-97706241,35298465,0,
725573,-97706242,35298967,0,
725575,-97706242,35299528,0,
363991,-97713414,35305479,0,
363992,-97712956,35305480,0,
363993,-97712879,35305480,0,
363994,-97711703,35305480,0,
363995,-97710646,35305478,0,
364000,-97709598,35305480,0,
725577,-97706243,35300069,0,
725578,-97706243,35300945,0,
725594,-97706245,35302579,0,
725595,-97706245,35302764,0,
725601,-97706245,35303408,0,
725603,-97706245,35303796,0,
364002,-97709456,35305481,0,
364004,-97708778,35305487,0,
364006,-97708311,35305491,0,
364008,-97706247,35305485,0,
364009,-97706240,35307061,0,
364091,-97704778,35305483,0,
364010,-97706236,35308100,0,
364093,-97704415,35305482,0,
364094,-97703099,35305469,0,
364096,-97702784,35305465,0,
364097,-97702190,35305463,0,
364098,-97701362,35305461,0,
364100,-97700682,35305466,0,
364101,-97698713,35305483,0,
364103,-97698206,35305481,0,
364011,-97706234,35308713,0,
364012,-97706232,35309035,0,
364014,-97706231,35309480,0,
364015,-97706230,35309654,0,
364017,-97706230,35309729,0,
364018,-97706227,35310451,0,
364020,-97706223,35311492,0,
364021,-97706222,35311597,0,
364022,-97706221,35311812,0,
364024,-97706220,35312072,0,
364025,-97706212,35314206,0,
364028,-97706210,35314515,0,
364030,-97706207,35315286,0,
364031,-97706207,35315847,0,
364033,-97706203,35315997,0,
364034,-97706198,35316458,0,
364035,-97706201,35317359,0,
364037,-97706202,35317563,0,
364039,-97706209,35318351,0,
364040,-97706211,35318548,0,
364041,-97706422,35319988,0,
364107,-97696580,35305466,0,
379272,-97689047,35382665,0,
379271,-97689055,35383105,0,
379268,-97689043,35383489,0,
379267,-97689044,35383998,0,
379266,-97689018,35384933,0,
379265,-97689019,35385259,0,
395819,-97689022,35386417,0,
395818,-97689025,35387159,0,
395817,-97689026,35387677,0,
364779,-97671454,35346953,0,
364781,-97671458,35346854,0,
364777,-97671326,35348042,0,
364776,-97671362,35348124,0,
364782,-97671430,35349809,0,
364775,-97668629,35348188,0,
717249,-97668314,35348193,0,
717248,-97666873,35348216,0,
364744,-97662791,35348300,0,
364783,-97671427,35349895,0,
364807,-97671397,35353799,0,
364808,-97671391,35354787,0,
364809,-97671386,35355603,0,
364810,-97671380,35356509,0,
364818,-97671390,35357161,0,
364743,-97662676,35348296,0,
364741,-97659679,35348354,0,
364739,-97657414,35348372,0,
364730,-97653507,35341141,0,
364731,-97653517,35345295,0,
364737,-97656498,35348380,0,
364736,-97655529,35348388,0,
364733,-97653530,35347422,0,
364735,-97653532,35348410,0,
378986,-97653542,35349529,0,
378984,-97653553,35351113,0,
378983,-97653556,35351635,0,
378980,-97653558,35351968,0,
378978,-97653566,35353111,0,
378976,-97653569,35353427,0,
378975,-97653587,35356025,0,
364833,-97677668,35362694,0,
364831,-97675546,35362692,0,
364829,-97675257,35362695,0,
364820,-97671413,35357256,0,
364821,-97671406,35357484,0,
364822,-97671373,35360557,0,
364826,-97671371,35362181,0,
364828,-97671372,35362728,0,
379046,-97668757,35362752,0,
379047,-97668617,35362756,0,
379048,-97668479,35362758,0,
379050,-97667400,35362778,0,
379183,-97681240,35377195,0,
379182,-97680889,35377194,0,
379176,-97680210,35377193,0,
379174,-97679824,35377192,0,
379173,-97676084,35377184,0,
379197,-97671348,35378111,0,
727000,-97564664,35181815,0,
727001,-97562787,35181787,0,
718216,-97563749,35181998,0,
718217,-97561701,35181965,0,
727002,-97557421,35181715,0,
718219,-97560904,35181955,0,
718220,-97560890,35182257,0,
718222,-97558646,35182344,0,
718224,-97556845,35182344,0,
718184,-97564647,35185938,0,
718185,-97564635,35189632,0,
718190,-97564632,35190031,0,
718191,-97564637,35192124,0,
718192,-97564638,35192378,0,
727003,-97556508,35181713,0,
727004,-97556505,35181910,0,
727005,-97555848,35181909,0,
718226,-97555779,35182340,0,
727006,-97547618,35181983,0,
718233,-97553740,35182345,0,
718235,-97551989,35182341,0,
718237,-97551415,35182340,0,
718241,-97547607,35182278,0,
804676,-97549517,35181770,0,
804675,-97548522,35181779,0,
804674,-97547617,35181787,0,
727007,-97546848,35181991,0,
718242,-97547617,35182691,0,
727008,-97542051,35182042,0,
727017,-97546942,35182338,0,
727016,-97546811,35182338,0,
718243,-97547618,35182720,0,
718245,-97547623,35183088,0,
718246,-97547627,35183792,0,
718247,-97547628,35183989,0,
718248,-97547629,35184079,0,
718249,-97547629,35184175,0,
718250,-97547634,35185283,0,
727015,-97545951,35182336,0,
727014,-97545688,35182337,0,
727013,-97545293,35182338,0,
804668,-97545016,35181815,0,
727012,-97544896,35182339,0,
727011,-97543583,35182337,0,
804667,-97542838,35181830,0,
727010,-97542676,35182336,0,
718259,-97547635,35185976,0,
718260,-97547636,35186198,0,
718263,-97547637,35186369,0,
718264,-97547637,35188556,0,
718265,-97547632,35189565,0,
718267,-97547633,35189768,0,
718269,-97547637,35190506,0,
718270,-97547638,35191284,0,
355684,-97547634,35191555,0,
804666,-97542063,35181836,0,
804624,-97541137,35181835,0,
727050,-97541262,35182042,0,
727009,-97542059,35182335,0,
727040,-97540664,35182324,0,
727044,-97540350,35182328,0,
726554,-97600175,35254975,0,
726555,-97600175,35254785,0,
726553,-97600179,35255303,0,
726552,-97600181,35255445,0,
726551,-97600181,35255516,0,
726550,-97600179,35255614,0,
726549,-97600179,35255631,0,
726548,-97600180,35255708,0,
736027,-97600327,35256090,0,
726542,-97600174,35256091,0,
726547,-97600179,35255808,0,
726543,-97600175,35256041,0,
726541,-97600174,35256179,0,
726540,-97600175,35256344,0,
726539,-97600175,35256413,0,
726538,-97600175,35256573,0,
726537,-97600175,35256647,0,
726536,-97600175,35256702,0,
726535,-97600174,35256827,0,
726534,-97600174,35257030,0,
726533,-97600174,35257045,0,
726532,-97600174,35257242,0,
726531,-97600174,35257288,0,
736008,-97600174,35257423,0,
736007,-97600174,35257497,0,
736006,-97600174,35257604,0,
735997,-97600174,35257756,0,
735996,-97600174,35258078,0,
718058,-97598988,35232954,0,
718060,-97598331,35232957,0,
718062,-97595838,35232978,0,
718064,-97595412,35232977,0,
718065,-97594659,35232980,0,
718066,-97593870,35232977,0,
718068,-97590323,35232966,0,
718070,-97588131,35232950,0,
718072,-97586070,35232951,0,
718074,-97583792,35232957,0,
718075,-97583196,35232959,0,
355560,-97582576,35232971,0,
717980,-97599378,35247478,0,
717981,-97599709,35247480,0,
717979,-97598840,35247478,0,
717978,-97598031,35247479,0,
717976,-97595552,35247477,0,
717975,-97593469,35247474,0,
717973,-97592276,35247477,0,
717972,-97591971,35247478,0,
717945,-97591301,35247481,0,
717946,-97590322,35247482,0,
717948,-97589388,35247488,0,
717950,-97589183,35247488,0,
717951,-97587413,35247486,0,
717953,-97587023,35247482,0,
717955,-97586407,35247478,0,
717957,-97586011,35247477,0,
717960,-97585786,35247474,0,
717961,-97585740,35247476,0,
717963,-97585146,35247480,0,
717965,-97584264,35247485,0,
717967,-97583179,35247492,0,
355529,-97582497,35247486,0,
718176,-97567192,35182048,0,
718183,-97564737,35182014,0,
726999,-97565640,35181831,0,
737133,-97625168,35232976,0,
737187,-97619303,35232885,0,
726833,-97617825,35232903,0,
726834,-97616672,35232916,0,
726832,-97617818,35233519,0,
726836,-97616503,35232917,0,
726837,-97616114,35232921,0,
726838,-97615657,35232925,0,
726830,-97617814,35233915,0,
726829,-97617812,35234103,0,
726827,-97617810,35235349,0,
726826,-97617817,35236624,0,
726824,-97617830,35239115,0,
726822,-97617828,35240047,0,
726821,-97617828,35240128,0,
736938,-97631793,35247439,0,
736939,-97630539,35247439,0,
736941,-97628933,35247442,0,
736980,-97627224,35247448,0,
736982,-97625636,35247452,0,
736984,-97625080,35247453,0,
736986,-97624460,35247455,0,
736988,-97623674,35247457,0,
736992,-97623325,35247457,0,
737020,-97623206,35247457,0,
736993,-97623000,35247457,0,
736994,-97622622,35247456,0,
736996,-97622063,35247456,0,
737000,-97621704,35247456,0,
737004,-97621024,35247456,0,
737006,-97620566,35247456,0,
737010,-97619678,35247456,0,
726819,-97617852,35242087,0,
726817,-97617861,35245198,0,
737012,-97619074,35247456,0,
737015,-97618916,35247456,0,
737016,-97618513,35247456,0,
737018,-97618417,35247456,0,
737019,-97618279,35247456,0,
726816,-97617868,35247456,0,
726815,-97616946,35247461,0,
726814,-97616291,35247459,0,
736753,-97617876,35249119,0,
736752,-97617877,35249296,0,
736750,-97617880,35250360,0,
736749,-97617882,35251042,0,
736748,-97617887,35252336,0,
736747,-97617879,35254748,0,
736774,-97617886,35255589,0,
736776,-97617884,35255963,0,
736778,-97617883,35256495,0,
735888,-97617876,35257854,0,
718145,-97599551,35195442,0,
718146,-97599570,35189560,0,
718125,-97599556,35195550,0,
726977,-97599868,35196505,0,
726978,-97599866,35189545,0,
718124,-97599572,35196493,0,
718119,-97599575,35198515,0,
726976,-97599872,35199385,0,
718117,-97599578,35200955,0,
726975,-97599899,35201883,0,
718116,-97599652,35203282,0,
726974,-97599965,35203892,0,
718115,-97599671,35203892,0,
726973,-97599971,35204007,0,
726934,-97596025,35218408,0,
726936,-97594901,35218422,0,
726937,-97594671,35218422,0,
726938,-97592246,35218422,0,
726939,-97591368,35218422,0,
726941,-97585701,35218438,0,
726857,-97615519,35232925,0,
726858,-97613491,35232935,0,
726859,-97611284,35232919,0,
726861,-97610134,35232934,0,
726884,-97606480,35232909,0,
726889,-97605344,35232905,0,
726891,-97600190,35232947,0,
726897,-97599769,35227769,0,
726898,-97599748,35225473,0,
726895,-97599767,35228460,0,
718057,-97599885,35232949,0,
726893,-97600060,35229138,0,
726894,-97600070,35228455,0,
726892,-97600060,35229292,0,
718056,-97600180,35236087,0,
718055,-97600180,35237229,0,
718054,-97600182,35241241,0,
726725,-97600183,35241374,0,
726724,-97600174,35241797,0,
726813,-97615582,35247461,0,
726811,-97613727,35247463,0,
726810,-97610491,35247460,0,
726808,-97609205,35247470,0,
726805,-97608290,35247473,0,
736746,-97615152,35255789,0,
735899,-97614020,35256532,0,
735900,-97612861,35256526,0,
736705,-97612590,35256434,0,
735909,-97609159,35256061,0,
735910,-97608845,35256054,0,
736254,-97608375,35256054,0,
736253,-97608182,35256053,0,
736252,-97608063,35256051,0,
736659,-97607828,35256051,0,
726803,-97606830,35247474,0,
726801,-97606100,35247475,0,
726799,-97605579,35247475,0,
726797,-97604976,35247476,0,
726796,-97604748,35247476,0,
726794,-97603722,35247442,0,
726723,-97600179,35242089,0,
726722,-97600182,35242669,0,
726721,-97600182,35242687,0,
726720,-97600181,35242937,0,
726719,-97600180,35243149,0,
804756,-97600180,35243320,0,
804757,-97600181,35243452,0,
804758,-97600180,35243664,0,
726699,-97600182,35244109,0,
726698,-97600181,35244158,0,
726697,-97600179,35244578,0,
726696,-97600183,35245457,0,
726695,-97600182,35245571,0,
726694,-97600184,35245733,0,
726693,-97600183,35245938,0,
726793,-97603093,35247433,0,
355638,-97564792,35213506,0,
355636,-97564787,35215904,0,
355635,-97564759,35217420,0,
718083,-97582477,35229771,0,
355561,-97576483,35232930,0,
355563,-97574961,35232938,0,
355564,-97574771,35232935,0,
355559,-97582467,35235774,0,
355558,-97582474,35239334,0,
355557,-97582480,35240521,0,
355554,-97582483,35241152,0,
355566,-97574088,35232946,0,
355567,-97574022,35232946,0,
355599,-97571380,35232929,0,
355600,-97567552,35232935,0,
355602,-97564723,35232934,0,
355552,-97582484,35242054,0,
355544,-97582485,35242380,0,
355543,-97582482,35242522,0,
355540,-97582473,35242947,0,
355538,-97582474,35243438,0,
355537,-97582475,35243864,0,
355536,-97582476,35244306,0,
355534,-97582477,35244840,0,
355530,-97582479,35245761,0,
717559,-97582495,35247988,0,
717558,-97582476,35249600,0,
717557,-97582474,35250343,0,
717556,-97582498,35250880,0,
717554,-97582507,35251502,0,
717553,-97582501,35252891,0,
717551,-97582498,35253311,0,
717549,-97582495,35253793,0,
355611,-97564757,35225822,0,
355609,-97564745,35230744,0,
355683,-97547638,35192876,0,
355681,-97547632,35193226,0,
355679,-97547595,35196885,0,
355678,-97547574,35197592,0,
355676,-97547574,35197786,0,
355675,-97547573,35199561,0,
355674,-97547576,35200816,0,
355651,-97549431,35203835,0,
355652,-97548672,35203872,0,
355653,-97547571,35203856,0,
355673,-97547583,35201561,0,
377708,-97527989,35232889,0,
354854,-97529598,35234224,0,
354855,-97529623,35236072,0,
354867,-97529606,35240020,0,
354869,-97529606,35241957,0,
