"ID","Longitude","Latitude","Elevation","centroid","ID","Longitude","Latitude","GEOID"
420,-97549282,35594799,0.00,,,,,
422,-97549363,35598576,0.00,,,,,
421,-97549390,35602008,0.00,,,,,
1087,-97549420,35606242,0.00,,,,,
423,-97549402,35611725,0.00,,,,,
424,-97549747,35613480,0.00,,,,,
425,-97553945,35613500,0.00,,,,,
1293,-97562442,35613606,0.00,,,,,
426,-97585936,35610103,0.00,,,,,
793,-97592206,35610221,0.00,,,,,
427,-97602450,35604932,0.00,,,,,
1316,-97599896,35604977,0.00,,,,,
428,-97534502,35471830,0.00,,,,,
1348,-97539269,35470971,0.00,,,,,
429,-97537449,35474917,0.00,,,,,
430,-97541397,35474890,0.00,,,,,
431,-97543727,35474878,0.00,,,,,
805,-97545381,35475950,0.00,,,,,
434,-97565654,35519113,0.00,,,,,
435,-97565660,35522229,0.00,,,,,
809,-97565620,35523909,0.00,,,,,
437,-97575163,35464492,0.00,,,,,
438,-97583766,35464372,0.00,,,,,
838,-97588989,35464377,0.00,,,,,
439,-97598147,35464399,0.00,,,,,
1029,-97624471,35463031,0.00,,,,,
441,-97618309,35464171,0.00,,,,,
841,-97615074,35464164,0.00,,,,,
843,-97589000,35464098,0.00,,,,,
443,-97582976,35464098,0.00,,,,,
444,-97579494,35464094,0.00,,,,,
445,-97574140,35464085,0.00,,,,,
446,-97549766,35468517,0.00,,,,,
10448,-97528418,35467858,0.00,,,,,
845,-97525662,35467846,0.00,,,,,
10449,-97521257,35467978,0.00,,,,,
451,-97583384,35512156,0.00,,,,,
1031,-97516309,35472063,0.00,,,,,
1201,-97515970,35471912,0.00,,,,,
456,-97528603,35478890,0.00,,,,,
457,-97528892,35481377,0.00,,,,,
458,-97530424,35486000,0.00,,,,,
781,-97530067,35486163,0.00,,,,,
459,-97562809,35485890,0.00,,,,,
460,-97565853,35485876,0.00,,,,,
848,-97570289,35485927,0.00,,,,,
461,-97583370,35493464,0.00,,,,,
462,-97583362,35495268,0.00,,,,,
1312,-97583370,35498404,0.00,,,,,
463,-97583442,35527953,0.00,,,,,
464,-97519527,35468765,0.00,,,,,
10464,-97519524,35468765,0.00,,,,,
494,-97519537,35466362,0.00,,,,,
465,-97530145,35443287,0.00,,,,,
1169,-97530148,35439268,0.00,,,,,
467,-97539245,35435230,0.00,,,,,
468,-97543678,35435220,0.00,,,,,
912,-97545799,35435219,0.00,,,,,
469,-97565694,35439321,0.00,,,,,
470,-97570509,35439569,0.00,,,,,
472,-97578445,35446247,0.00,,,,,
682,-97581591,35444691,0.00,,,,,
473,-97574643,35420690,0.00,,,,,
474,-97576798,35420710,0.00,,,,,
475,-97581242,35420720,0.00,,,,,
1317,-97583292,35420892,0.00,,,,,
476,-97583310,35432793,0.00,,,,,
1165,-97579511,35435041,0.00,,,,,
477,-97583300,35422786,0.00,,,,,
478,-97583310,35426646,0.00,,,,,
479,-97583328,35428488,0.00,,,,,
480,-97583320,35444970,0.00,,,,,
683,-97583384,35448100,0.00,,,,,
481,-97583312,35429575,0.00,,,,,
482,-97583315,35427710,0.00,,,,,
684,-97583310,35425476,0.00,,,,,
686,-97570498,35441776,0.00,,,,,
484,-97554629,35438197,0.00,,,,,
487,-97565584,35391891,0.00,,,,,
10486,-97565573,35389835,0.00,,,,,
1173,-97562942,35391630,0.00,,,,,
489,-97565575,35399748,0.00,,,,,
1301,-97565560,35404112,0.00,,,,,
490,-97565550,35407820,0.00,,,,,
870,-97565543,35410813,0.00,,,,,
492,-97554610,35439552,0.00,,,,,
871,-97554620,35442530,0.00,,,,,
493,-97554610,35452387,0.00,,,,,
10494,-97519541,35466363,0.00,,,,,
525,-97519457,35464111,0.00,,,,,
764,-97521302,35464270,0.00,,,,,
908,-97539490,35456977,0.00,,,,,
496,-97548609,35452830,0.00,,,,,
1154,-97553076,35452830,0.00,,,,,
498,-97554628,35445366,0.00,,,,,
1155,-97554620,35442289,0.00,,,,,
500,-97565540,35412857,0.00,,,,,
867,-97565549,35409724,0.00,,,,,
501,-97565560,35405810,0.00,,,,,
1127,-97516171,35459973,0.00,,,,,
504,-97519688,35461088,0.00,,,,,
10504,-97519688,35461078,0.00,,,,,
768,-97526156,35461081,0.00,,,,,
506,-97526157,35435240,0.00,,,,,
1170,-97530230,35427725,0.00,,,,,
508,-97530131,35399349,0.00,,,,,
509,-97548147,35391746,0.00,,,,,
884,-97550983,35391685,0.00,,,,,
510,-97546220,35391709,0.00,,,,,
511,-97552908,35391750,0.00,,,,,
885,-97558579,35392818,0.00,,,,,
512,-97547524,35391036,0.00,,,,,
514,-97529722,35391044,0.00,,,,,
515,-97525066,35391110,0.00,,,,,
516,-97520896,35391067,0.00,,,,,
632,-97521240,35390937,0.00,,,,,
1176,-97515208,35391639,0.00,,,,,
518,-97530170,35406452,0.00,,,,,
519,-97525768,35410976,0.00,,,,,
520,-97530188,35414772,0.00,,,,,
521,-97530201,35418720,0.00,,,,,
523,-97530240,35428359,0.00,,,,,
890,-97530190,35431352,0.00,,,,,
1146,-97525824,35435240,0.00,,,,,
526,-97518150,35443777,0.00,,,,,
538,-97516150,35446672,0.00,,,,,
1129,-97516150,35441446,0.00,,,,,
528,-97506414,35449797,0.00,,,,,
894,-97501178,35449831,0.00,,,,,
900,-97443837,35406259,0.00,,,,,
530,-97441300,35414179,0.00,,,,,
531,-97441300,35418816,0.00,,,,,
903,-97452564,35420780,0.00,,,,,
674,-97468682,35420810,0.00,,,,,
534,-97473403,35420821,0.00,,,,,
1190,-97476960,35420712,0.00,,,,,
536,-97494694,35442765,0.00,,,,,
537,-97494698,35445144,0.00,,,,,
916,-97547848,35387411,0.00,,,,,
540,-97547840,35390439,0.00,,,,,
541,-97547920,35405422,0.00,,,,,
920,-97547930,35407253,0.00,,,,,
926,-97547930,35430009,0.00,,,,,
544,-97543907,35447809,0.00,,,,,
545,-97547930,35428883,0.00,,,,,
546,-97547928,35426410,0.00,,,,,
548,-97547930,35422406,0.00,,,,,
547,-97420192,35443545,0.00,,,,,
1303,-97415800,35440714,0.00,,,,,
549,-97423460,35445560,0.00,,,,,
914,-97547930,35412891,0.00,,,,,
552,-97414996,35442551,0.00,,,,,
915,-97545493,35377110,0.00,,,,,
554,-97406010,35442534,0.00,,,,,
555,-97406040,35447689,0.00,,,,,
557,-97396454,35449680,0.00,,,,,
558,-97391854,35449660,0.00,,,,,
559,-97388456,35449930,0.00,,,,,
560,-97388506,35453401,0.00,,,,,
561,-97388510,35455702,0.00,,,,,
562,-97388515,35458586,0.00,,,,,
563,-97388541,35461000,0.00,,,,,
740,-97388547,35464289,0.00,,,,,
565,-97377002,35464060,0.00,,,,,
1205,-97380992,35464070,0.00,,,,,
566,-97386186,35464053,0.00,,,,,
568,-97397986,35464080,0.00,,,,,
965,-97402177,35464080,0.00,,,,,
569,-97406120,35454640,0.00,,,,,
570,-97406080,35451433,0.00,,,,,
571,-97406050,35449547,0.00,,,,,
572,-97406040,35447439,0.00,,,,,
573,-97406040,35445536,0.00,,,,,
968,-97406016,35442086,0.00,,,,,
1311,-97415807,35442301,0.00,,,,,
575,-97416243,35440702,0.00,,,,,
576,-97420347,35443658,0.00,,,,,
577,-97423848,35445928,0.00,,,,,
11153,-97516389,35467764,0.00,,,,,
578,-97516217,35464405,0.00,,,,,
580,-97509077,35435102,0.00,,,,,
581,-97508040,35431166,0.00,,,,,
583,-97507878,35428468,0.00,,,,,
585,-97521452,35439914,0.00,,,,,
628,-97521439,35441631,0.00,,,,,
586,-97476610,35531698,0.00,,,,,
587,-97476627,35530153,0.00,,,,,
588,-97476681,35525582,0.00,,,,,
951,-97476690,35522184,0.00,,,,,
589,-97476699,35520202,0.00,,,,,
590,-97476693,35518022,0.00,,,,,
592,-97476681,35502728,0.00,,,,,
1229,-97476720,35482250,0.00,,,,,
10655,-97503790,35497060,0.00,,,,,
1141,-97596183,35447415,0.00,,,,,
596,-97601101,35457438,0.00,,,,,
1139,-97601030,35462578,0.00,,,,,
597,-97618716,35478800,0.00,,,,,
598,-97614304,35478781,0.00,,,,,
599,-97609845,35478790,0.00,,,,,
975,-97605388,35478780,0.00,,,,,
976,-97594938,35478760,0.00,,,,,
601,-97592037,35478760,0.00,,,,,
977,-97587034,35478750,0.00,,,,,
602,-97583501,35478673,0.00,,,,,
603,-97573541,35478411,0.00,,,,,
978,-97566579,35478610,0.00,,,,,
604,-97556510,35478663,0.00,,,,,
980,-97551983,35478690,0.00,,,,,
605,-97540787,35478746,0.00,,,,,
982,-97538758,35478724,0.00,,,,,
607,-97524082,35478781,0.00,,,,,
1292,-97521270,35478502,0.00,,,,,
608,-97516098,35478057,0.00,,,,,
1276,-97516208,35474920,0.00,,,,,
1253,-97536843,35478880,0.00,,,,,
1296,-97510105,35493250,0.00,,,,,
611,-97543479,35478870,0.00,,,,,
612,-97547926,35478700,0.00,,,,,
1254,-97550138,35478690,0.00,,,,,
613,-97556864,35478660,0.00,,,,,
1255,-97561510,35478630,0.00,,,,,
614,-97565959,35478604,0.00,,,,,
616,-97601220,35462202,0.00,,,,,
1140,-97601228,35458925,0.00,,,,,
1307,-97512286,35371481,0.00,,,,,
618,-97512459,35389573,0.00,,,,,
681,-97512774,35392320,0.00,,,,,
619,-97521260,35391920,0.00,,,,,
620,-97521262,35395036,0.00,,,,,
621,-97521280,35396772,0.00,,,,,
622,-97521311,35400809,0.00,,,,,
623,-97521321,35404642,0.00,,,,,
624,-97521330,35406305,0.00,,,,,
1025,-97521340,35410209,0.00,,,,,
625,-97521370,35421218,0.00,,,,,
627,-97521424,35435358,0.00,,,,,
630,-97521344,35427678,0.00,,,,,
700,-97521360,35425576,0.00,,,,,
631,-97521260,35394824,0.00,,,,,
1020,-97521260,35393305,0.00,,,,,
703,-97521251,35387908,0.00,,,,,
704,-97526742,35377160,0.00,,,,,
634,-97530135,35376924,0.00,,,,,
1021,-97530097,35373296,0.00,,,,,
635,-97530048,35368408,0.00,,,,,
636,-97530030,35366818,0.00,,,,,
637,-97520936,35363340,0.00,,,,,
638,-97516430,35363360,0.00,,,,,
20005,-97512170,35363510,0.00,,,,,
639,-97601124,35511760,0.00,,,,,
690,-97601170,35515627,0.00,,,,,
640,-97654240,35474922,0.00,,,,,
1048,-97654081,35478783,0.00,,,,,
641,-97654135,35464915,0.00,,,,,
642,-97654230,35471688,0.00,,,,,
643,-97649711,35478801,0.00,,,,,
644,-97644162,35478830,0.00,,,,,
1269,-97636170,35478870,0.00,,,,,
645,-97335451,35507521,0.00,,,,,
646,-97327667,35507556,0.00,,,,,
647,-97317936,35507581,0.00,,,,,
648,-97309095,35507631,0.00,,,,,
650,-97306881,35510226,0.00,,,,,
719,-97322328,35507580,0.00,,,,,
1007,-97543505,35493238,0.00,,,,,
653,-97504235,35471716,0.00,,,,,
942,-97500328,35471468,0.00,,,,,
1016,-97502552,35471874,0.00,,,,,
654,-97502479,35476191,0.00,,,,,
10654,-97502500,35476191,0.00,,,,,
20655,-97503313,35496780,0.00,,,,,
1013,-97504207,35490689,0.00,,,,,
657,-97503139,35507946,0.00,,,,,
659,-97494208,35539361,0.00,,,,,
660,-97494180,35540985,0.00,,,,,
958,-97494160,35546132,0.00,,,,,
661,-97494208,35551340,0.00,,,,,
662,-97495956,35554833,0.00,,,,,
663,-97495952,35556430,0.00,,,,,
665,-97506566,35565598,0.00,,,,,
669,-97503307,35514565,0.00,,,,,
671,-97502750,35475749,0.00,,,,,
10002,-97519602,35472409,0.00,,,,,
10672,-97516484,35471921,0.00,,,,,
10008,-97520031,35472626,0.00,,,,,
10071,-97520213,35472689,0.00,,,,,
673,-97503595,35482384,0.00,,,,,
675,-97521280,35472177,0.00,,,,,
676,-97534231,35507886,0.00,,,,,
1078,-97534230,35512738,0.00,,,,,
678,-97534440,35519456,0.00,,,,,
679,-97534440,35514444,0.00,,,,,
1094,-97534430,35509933,0.00,,,,,
887,-97514612,35392246,0.00,,,,,
862,-97595872,35447327,0.00,,,,,
1318,-97583300,35423010,0.00,,,,,
685,-97581084,35420720,0.00,,,,,
687,-97567625,35439329,0.00,,,,,
1144,-97565551,35438152,0.00,,,,,
688,-97601087,35452421,0.00,,,,,
1138,-97601080,35454966,0.00,,,,,
689,-97601153,35507989,0.00,,,,,
691,-97601170,35518450,0.00,,,,,
10188,-97600961,35522340,0.00,,,,,
855,-97583416,35522526,0.00,,,,,
693,-97592386,35507800,0.00,,,,,
694,-97597035,35507790,0.00,,,,,
1024,-97512424,35385857,0.00,,,,,
697,-97521361,35419062,0.00,,,,,
701,-97521329,35405241,0.00,,,,,
706,-97485299,35493154,0.00,,,,,
707,-97482053,35493139,0.00,,,,,
708,-97479807,35493127,0.00,,,,,
709,-97423956,35493158,0.00,,,,,
710,-97412851,35493181,0.00,,,,,
711,-97406354,35493180,0.00,,,,,
712,-97389011,35493120,0.00,,,,,
713,-97379734,35493173,0.00,,,,,
714,-97379766,35500902,0.00,,,,,
715,-97379787,35505076,0.00,,,,,
1210,-97379367,35507640,0.00,,,,,
716,-97376495,35507635,0.00,,,,,
717,-97370556,35507586,0.00,,,,,
1211,-97361585,35507516,0.00,,,,,
718,-97352788,35507470,0.00,,,,,
1212,-97348584,35507480,0.00,,,,,
720,-97326398,35507560,0.00,,,,,
721,-97335885,35507522,0.00,,,,,
928,-97339187,35507539,0.00,,,,,
722,-97353422,35507470,0.00,,,,,
723,-97364532,35507542,0.00,,,,,
724,-97370981,35507600,0.00,,,,,
725,-97377621,35507633,0.00,,,,,
726,-97379783,35506870,0.00,,,,,
727,-97379770,35501760,0.00,,,,,
929,-97379760,35494380,0.00,,,,,
728,-97521157,35493330,0.00,,,,,
1054,-97464962,35486002,0.00,,,,,
730,-97514191,35475880,0.00,,,,,
1297,-97514052,35479284,0.00,,,,,
732,-97370800,35478540,0.00,,,,,
749,-97370830,35473415,0.00,,,,,
10732,-97370803,35479054,0.00,,,,,
750,-97370810,35481121,0.00,,,,,
759,-97376586,35478551,0.00,,,,,
733,-97410397,35437720,0.00,,,,,
734,-97410383,35440463,0.00,,,,,
735,-97406375,35436685,0.00,,,,,
736,-97410390,35439356,0.00,,,,,
737,-97409950,35437536,0.00,,,,,
738,-97407837,35436711,0.00,,,,,
739,-97405902,35436897,0.00,,,,,
1204,-97406011,35439434,0.00,,,,,
741,-97388530,35466584,0.00,,,,,
742,-97388560,35471060,0.00,,,,,
743,-97388560,35474758,0.00,,,,,
744,-97388011,35478610,0.00,,,,,
745,-97384434,35478570,0.00,,,,,
746,-97382600,35478560,0.00,,,,,
747,-97378220,35478560,0.00,,,,,
748,-97375419,35478550,0.00,,,,,
964,-97370832,35471136,0.00,,,,,
751,-97370822,35485877,0.00,,,,,
938,-97370840,35489022,0.00,,,,,
752,-97371300,35493047,0.00,,,,,
753,-97376770,35493071,0.00,,,,,
754,-97379661,35493080,0.00,,,,,
755,-97375513,35493070,0.00,,,,,
756,-97370920,35492685,0.00,,,,,
757,-97370837,35487048,0.00,,,,,
758,-97370811,35481027,0.00,,,,,
930,-97380421,35478551,0.00,,,,,
760,-97388525,35478876,0.00,,,,,
1213,-97388600,35482379,0.00,,,,,
936,-97388610,35488454,0.00,,,,,
1256,-97625720,35478820,0.00,,,,,
763,-97632401,35478850,0.00,,,,,
1258,-97636904,35478867,0.00,,,,,
767,-97525490,35462200,0.00,,,,,
940,-97521110,35463413,0.00,,,,,
877,-97530112,35460745,0.00,,,,,
769,-97561344,35435130,0.00,,,,,
1041,-97565560,35435900,0.00,,,,,
1156,-97565698,35435120,0.00,,,,,
770,-97650364,35464420,0.00,,,,,
771,-97547943,35456438,0.00,,,,,
873,-97547432,35464190,0.00,,,,,
772,-97543986,35464220,0.00,,,,,
866,-97547951,35455855,0.00,,,,,
1050,-97489496,35485992,0.00,,,,,
779,-97491721,35507713,0.00,,,,,
782,-97531150,35490182,0.00,,,,,
783,-97531202,35492272,0.00,,,,,
785,-97529800,35535083,0.00,,,,,
1085,-97529807,35537122,0.00,,,,,
786,-97529760,35542329,0.00,,,,,
789,-97549381,35609788,0.00,,,,,
790,-97567345,35613667,0.00,,,,,
791,-97573859,35614958,0.00,,,,,
792,-97575032,35614917,0.00,,,,,
1088,-97577829,35609913,0.00,,,,,
794,-97600845,35610240,0.00,,,,,
795,-97602914,35606877,0.00,,,,,
797,-97580452,35608742,0.00,,,,,
802,-97529762,35540755,0.00,,,,,
803,-97529804,35535495,0.00,,,,,
1092,-97530077,35533144,0.00,,,,,
804,-97525595,35472137,0.00,,,,,
20027,-97519775,35472384,0.00,,,,,
10119,-97519901,35472313,0.00,,,,,
1275,-97519921,35472862,0.00,,,,,
808,-97565660,35515493,0.00,,,,,
810,-97565630,35529430,0.00,,,,,
812,-97570434,35532060,0.00,,,,,
857,-97574550,35531869,0.00,,,,,
1113,-97574544,35532548,0.00,,,,,
1005,-97561140,35493140,0.00,,,,,
1351,-97545565,35474592,0.00,,,,,
820,-97547629,35518403,0.00,,,,,
821,-97547568,35521020,0.00,,,,,
822,-97547700,35536818,0.00,,,,,
1112,-97552161,35536733,0.00,,,,,
823,-97558747,35536637,0.00,,,,,
824,-97592280,35535005,0.00,,,,,
826,-97609645,35536828,0.00,,,,,
1320,-97614786,35536820,0.00,,,,,
829,-97618990,35538626,0.00,,,,,
832,-97594171,35536820,0.00,,,,,
1121,-97558627,35536639,0.00,,,,,
1344,-97557626,35473882,0.00,,,,,
839,-97606395,35464422,0.00,,,,,
840,-97615586,35464436,0.00,,,,,
842,-97607439,35464152,0.00,,,,,
10842,-97607439,35464150,0.00,,,,,
974,-97601230,35464025,0.00,,,,,
844,-97554941,35472656,0.00,,,,,
847,-97559640,35485908,0.00,,,,,
849,-97574740,35485970,0.00,,,,,
850,-97578956,35485993,0.00,,,,,
852,-97583370,35501076,0.00,,,,,
856,-97583413,35525265,0.00,,,,,
1033,-97574550,35528630,0.00,,,,,
1125,-97532969,35485997,0.00,,,,,
859,-97529906,35482679,0.00,,,,,
860,-97528778,35478668,0.00,,,,,
1098,-97528790,35474183,0.00,,,,,
1137,-97598596,35447950,0.00,,,,,
864,-97535339,35464260,0.00,,,,,
865,-97539090,35464240,0.00,,,,,
10052,-97568790,35387440,0.00,,,,,
869,-97565560,35405712,0.00,,,,,
1168,-97554620,35448552,0.00,,,,,
874,-97540952,35464230,0.00,,,,,
875,-97537407,35464260,0.00,,,,,
878,-97530138,35455948,0.00,,,,,
880,-97530181,35413930,0.00,,,,,
881,-97530182,35411955,0.00,,,,,
883,-97540034,35391694,0.00,,,,,
1282,-97563826,35393916,0.00,,,,,
886,-97554121,35391309,0.00,,,,,
1175,-97550249,35391090,0.00,,,,,
10887,-97514615,35392243,0.00,,,,,
891,-97530177,35433321,0.00,,,,,
892,-97516160,35454838,0.00,,,,,
893,-97516159,35450862,0.00,,,,,
1128,-97516150,35446333,0.00,,,,,
1131,-97496932,35449850,0.00,,,,,
1182,-97489197,35419799,0.00,,,,,
896,-97489545,35420890,0.00,,,,,
905,-97491921,35420830,0.00,,,,,
898,-97459180,35411939,0.00,,,,,
899,-97459170,35408964,0.00,,,,,
10061,-97441300,35406481,0.00,,,,,
902,-97441298,35412108,0.00,,,,,
904,-97456276,35420780,0.00,,,,,
911,-97543510,35438241,0.00,,,,,
10074,-97547850,35377301,0.00,,,,,
918,-97547879,35395005,0.00,,,,,
919,-97547890,35399874,0.00,,,,,
921,-97547930,35411131,0.00,,,,,
922,-97547930,35415009,0.00,,,,,
923,-97547931,35417286,0.00,,,,,
924,-97547931,35419804,0.00,,,,,
927,-97543718,35446898,0.00,,,,,
931,-97383778,35478570,0.00,,,,,
932,-97388610,35488624,0.00,,,,,
1214,-97414084,35493181,0.00,,,,,
934,-97424358,35493250,0.00,,,,,
1215,-97433297,35493210,0.00,,,,,
935,-97468165,35493138,0.00,,,,,
1056,-97471823,35493126,0.00,,,,,
937,-97388600,35482835,0.00,,,,,
939,-97343359,35507520,0.00,,,,,
941,-97508741,35471797,0.00,,,,,
943,-97497228,35471490,0.00,,,,,
944,-97494375,35471488,0.00,,,,,
1216,-97490551,35471400,0.00,,,,,
1225,-97476685,35503075,0.00,,,,,
946,-97476659,35506525,0.00,,,,,
947,-97476613,35507809,0.00,,,,,
1315,-97476619,35511669,0.00,,,,,
948,-97476610,35514082,0.00,,,,,
949,-97476610,35516949,0.00,,,,,
950,-97481052,35527062,0.00,,,,,
1067,-97481056,35524693,0.00,,,,,
955,-97490529,35471510,0.00,,,,,
957,-97508991,35471800,0.00,,,,,
1207,-97512910,35536870,0.00,,,,,
960,-97509086,35536840,0.00,,,,,
961,-97506984,35536830,0.00,,,,,
962,-97502510,35536819,0.00,,,,,
963,-97494210,35536465,0.00,,,,,
1208,-97503391,35526149,0.00,,,,,
1285,-97370833,35466928,0.00,,,,,
967,-97406152,35456660,0.00,,,,,
969,-97522729,35478825,0.00,,,,,
1252,-97524348,35478779,0.00,,,,,
970,-97541245,35478879,0.00,,,,,
972,-97597895,35478770,0.00,,,,,
979,-97563379,35478620,0.00,,,,,
983,-97494475,35486052,0.00,,,,,
984,-97516000,35493274,0.00,,,,,
987,-97576911,35493295,0.00,,,,,
989,-97587914,35493310,0.00,,,,,
990,-97593952,35493310,0.00,,,,,
991,-97596764,35493310,0.00,,,,,
992,-97619000,35489455,0.00,,,,,
993,-97636640,35478558,0.00,,,,,
994,-97636636,35475486,0.00,,,,,
1248,-97636615,35471304,0.00,,,,,
995,-97640550,35464480,0.00,,,,,
998,-97629856,35486087,0.00,,,,,
999,-97624032,35486058,0.00,,,,,
1236,-97618990,35486239,0.00,,,,,
1002,-97604147,35493310,0.00,,,,,
1298,-97601546,35493306,0.00,,,,,
1004,-97574482,35493210,0.00,,,,,
1006,-97556338,35493142,0.00,,,,,
1008,-97539881,35493250,0.00,,,,,
1009,-97535378,35493250,0.00,,,,,
1010,-97532643,35493250,0.00,,,,,
1237,-97530986,35493260,0.00,,,,,
11071,-97494472,35493064,0.00,,,,,
1238,-97503809,35488010,0.00,,,,,
11014,-97502134,35495021,0.00,,,,,
1017,-97477248,35526066,0.00,,,,,
1019,-97521340,35407609,0.00,,,,,
1027,-97437790,35207140,0.00,,,,,
1353,-97438360,35207488,0.00,,,,,
11027,-97437329,35207490,0.00,,,,,
1358,-97447745,35221144,0.00,,,,,
1379,-97445615,35217757,0.00,,,,,
21027,-97437310,35207487,0.00,,,,,
1419,-97428820,35203850,0.00,,,,,
31027,-97444260,35206620,0.00,,,,,
1461,-97492370,35363280,0.00,,,,,
1028,-97446590,35219277,0.00,,,,,
11029,-97624480,35463031,0.00,,,,,
1231,-97629329,35461630,0.00,,,,,
11030,-97441637,35491134,0.00,,,,,
1053,-97442316,35487853,0.00,,,,,
21030,-97441638,35491134,0.00,,,,,
1209,-97438923,35490457,0.00,,,,,
11031,-97516307,35472063,0.00,,,,,
1032,-97516195,35475181,0.00,,,,,
1305,-97516123,35477291,0.00,,,,,
11033,-97574550,35528570,0.00,,,,,
1103,-97574591,35527204,0.00,,,,,
1034,-97534986,35526017,0.00,,,,,
1082,-97534709,35530307,0.00,,,,,
1035,-97535152,35526291,0.00,,,,,
1036,-97521053,35435220,0.00,,,,,
1147,-97515947,35435220,0.00,,,,,
1038,-97516358,35435220,0.00,,,,,
1040,-97521696,35435224,0.00,,,,,
1042,-97601062,35448584,0.00,,,,,
1043,-97485830,35406283,0.00,,,,,
1187,-97480109,35406280,0.00,,,,,
1044,-97486030,35406147,0.00,,,,,
1195,-97486038,35400706,0.00,,,,,
1045,-97467836,35536094,0.00,,,,,
1228,-97476740,35534441,0.00,,,,,
1289,-97536545,35493250,0.00,,,,,
1047,-97654378,35478576,0.00,,,,,
1262,-97654323,35473868,0.00,,,,,
1049,-97516069,35479193,0.00,,,,,
1352,-97461305,35493140,0.00,,,,,
1052,-97458425,35493157,0.00,,,,,
1055,-97464983,35489594,0.00,,,,,
1058,-97485688,35493154,0.00,,,,,
1059,-97489618,35493013,0.00,,,,,
1062,-97494384,35500668,0.00,,,,,
1063,-97494380,35504277,0.00,,,,,
1065,-97478834,35522229,0.00,,,,,
20317,-97476578,35522330,0.00,,,,,
11066,-97476540,35524060,0.00,,,,,
1226,-97476513,35525825,0.00,,,,,
1277,-97481249,35522235,0.00,,,,,
1068,-97485398,35521771,0.00,,,,,
1070,-97494395,35499435,0.00,,,,,
1073,-97494485,35485408,0.00,,,,,
10009,-97496368,35482415,0.00,,,,,
1074,-97528650,35472369,0.00,,,,,
1075,-97528628,35475497,0.00,,,,,
1077,-97534211,35504223,0.00,,,,,
1079,-97534220,35516182,0.00,,,,,
1080,-97534247,35518855,0.00,,,,,
1081,-97534290,35521458,0.00,,,,,
1083,-97531724,35533159,0.00,,,,,
1084,-97529770,35533288,0.00,,,,,
1089,-97582182,35610008,0.00,,,,,
1093,-97531656,35533161,0.00,,,,,
1095,-97534416,35505028,0.00,,,,,
1099,-97528990,35472216,0.00,,,,,
1286,-97530177,35474561,0.00,,,,,
1102,-97565650,35504076,0.00,,,,,
1104,-97574571,35523981,0.00,,,,,
1105,-97574324,35522137,0.00,,,,,
1106,-97568673,35522104,0.00,,,,,
1108,-97565671,35507276,0.00,,,,,
1109,-97565650,35503781,0.00,,,,,
1114,-97574540,35534710,0.00,,,,,
1117,-97597319,35536820,0.00,,,,,
1279,-97630324,35544340,0.00,,,,,
1133,-97501581,35435289,0.00,,,,,
1134,-97507113,35435268,0.00,,,,,
1135,-97509414,35435250,0.00,,,,,
1136,-97512680,35435230,0.00,,,,,
10846,-97601715,35464410,0.00,,,,,
1142,-97583310,35447972,0.00,,,,,
1143,-97583134,35444699,0.00,,,,,
1148,-97512292,35435232,0.00,,,,,
1149,-97508858,35435260,0.00,,,,,
1150,-97501303,35435291,0.00,,,,,
1152,-97507016,35439420,0.00,,,,,
1157,-97572833,35435185,0.00,,,,,
1158,-97574687,35435170,0.00,,,,,
1159,-97579898,35434890,0.00,,,,,
1160,-97583310,35432426,0.00,,,,,
1162,-97568655,35420677,0.00,,,,,
1164,-97569158,35420682,0.00,,,,,
1166,-97574131,35435170,0.00,,,,,
1167,-97567570,35435032,0.00,,,,,
1171,-97530212,35423633,0.00,,,,,
1287,-97530208,35421640,0.00,,,,,
1174,-97557989,35391640,0.00,,,,,
1178,-97521250,35466441,0.00,,,,,
1179,-97521110,35463162,0.00,,,,,
1181,-97503484,35420790,0.00,,,,,
1302,-97490728,35415653,0.00,,,,,
1183,-97494770,35406038,0.00,,,,,
1184,-97495349,35402515,0.00,,,,,
1185,-97493234,35398850,0.00,,,,,
1186,-97486036,35400893,0.00,,,,,
1188,-97476815,35406522,0.00,,,,,
1189,-97476950,35415914,0.00,,,,,
1191,-97476950,35415789,0.00,,,,,
1192,-97476940,35409874,0.00,,,,,
1193,-97477411,35406277,0.00,,,,,
1194,-97481276,35406280,0.00,,,,,
1283,-97492981,35398970,0.00,,,,,
1196,-97494587,35399319,0.00,,,,,
1197,-97493593,35405913,0.00,,,,,
1198,-97489677,35416669,0.00,,,,,
1200,-97505850,35420770,0.00,,,,,
1202,-97514192,35471867,0.00,,,,,
1203,-97511863,35471899,0.00,,,,,
31030,-97441630,35491680,0.00,,,,,
1217,-97486913,35471320,0.00,,,,,
1230,-97483877,35471310,0.00,,,,,
1218,-97482549,35471300,0.00,,,,,
1219,-97476730,35471529,0.00,,,,,
1220,-97476730,35474419,0.00,,,,,
1221,-97476730,35476076,0.00,,,,,
1223,-97476730,35486333,0.00,,,,,
1313,-97476417,35528027,0.00,,,,,
1227,-97476305,35535708,0.00,,,,,
11045,-97467853,35536092,0.00,,,,,
1304,-97476720,35480356,0.00,,,,,
1232,-97634993,35462767,0.00,,,,,
1233,-97636500,35464836,0.00,,,,,
1268,-97636915,35464490,0.00,,,,,
1234,-97636620,35470286,0.00,,,,,
