"from_node","to_node","flows"
848732,848917,25.2462260986246
848732,848918,9.41322314049587
848732,848919,1
848732,848920,3.3690036900369
848732,848921,67.0126864078558
848732,848922,4.73264005367326
848732,848923,7.73264005367326
848732,848924,49.1809642889817
848732,848925,16.6739349211674
848732,848926,3.73264005367326
848732,848927,5.73264005367326
848732,848928,177.729041505291
848732,848929,203.393858070812
848732,848930,11.9359275410936
848732,848931,11.8342837973834
848732,848932,10.5722911774572
848732,848933,2.3690036900369
848732,848934,1
848732,848935,12.9412948674941
848732,848936,2.3690036900369
848732,848937,39.2317404165777
848732,848938,10.2032874874203
848732,848939,4.10164374371016
848732,848940,0
848732,848941,225.789606904334
848732,848942,12.5722911774572
848732,848943,7.83965112378397
848732,848944,1
848732,848945,2.3690036900369
848732,848946,67.884206032143
848732,848947,0
848732,848948,141.489372083803
848732,848949,8.41322314049587
848732,848950,9.47064743374706
848732,848951,781.495074868104
848732,848952,22.0429386112043
848732,848953,2.73264005367326
848732,848954,3.3690036900369
848732,848955,123.86630477875
848732,848956,362.008904882437
848732,848957,8.78222683053277
848732,848958,15.6218779543167
848732,848959,1
848732,848960,0
848732,848961,73.4192613826965
848732,848962,560.61465036138
848732,848963,22.35451800799
848732,848964,0
848732,848965,27.8251654417371
848732,848966,1
848732,848967,0
848732,848968,172.31709920405
848732,848969,4.3690036900369
848732,848970,8.47064743374706
848732,848971,0.3690036900369
848732,848972,2
848732,848973,2
848732,848974,0
848732,848975,0
848732,848976,0
848732,848977,248.938031777012
848732,848978,51.964380470251
848732,848979,16.9855143179531
848732,848980,0
848732,848981,3.73264005367326
848732,848982,0
848732,848983,0
848732,848984,2
848732,848985,4.73264005367326
848732,848986,264.019914000793
848732,848987,169.141929187887
848732,848988,4.3690036900369
848732,848989,1
848732,848990,12.5722911774572
848732,848991,13.3049312311305
848732,848992,19.4065749748407
848732,848993,11.4706474337471
848732,848994,3
848732,848995,6.10164374371016
848732,848996,35.7677411484859
848732,848997,9.10164374371016
848732,848998,8.47064743374706
848732,848999,11.4706474337471
848732,849000,34.6594492391205
848732,849001,133.943917538349
848732,849002,4
848732,849003,243.394102040194
848732,849004,29.6044951358605
848732,849005,10.2032874874203
848732,849006,9.20328748742033
848732,849007,12.5722911774572
848732,849008,14.514866884206
848732,849009,214.207953401848
848732,849010,2.73264005367326
848732,849011,10.839651123784
848732,849012,8.3690036900369
848732,849013,5.3690036900369
848732,849014,46.8681040529414
848732,849015,78.2093257296209
848732,849016,9.83965112378397
848732,849017,16.2086548138209
848732,849018,150.15257235217
848732,849019,0
848732,849020,38.4950138757586
848732,849021,0
848732,849022,175.500442194505
848732,849023,1.73264005367326
848732,849024,45.6007441066146
848732,849025,4.73264005367326
848732,849026,2.3690036900369
848732,849027,1
848732,849028,29.194169131774
848732,849029,60.6449635570736
848732,849030,15.7822268305328
848732,849031,159.588545637522
848732,849032,10.8838705742429
848732,849033,24.5578054954103
848732,849034,0
848732,849035,2.3690036900369
848732,849036,7
848732,849037,29.4561617517002
848732,849038,10.5722911774572
848732,849039,1.3690036900369
848732,849040,1
848732,849041,18.9908816443536
848732,849042,37.398737458449
848732,849043,6.47064743374706
848732,849044,8.3690036900369
848732,849045,1.73264005367326
848732,849046,84.679973163368
848732,849047,6
848732,849048,140.120368393767
848732,849049,27.6205971150621
848732,849050,22.5135860449514
848732,849051,0
848732,849052,6.10164374371016
848732,849053,7.10164374371016
848732,849054,151.526943368607
848732,849055,0
848732,849056,19.7235216980269
848732,849057,11.839651123784
848732,849058,6.10164374371016
848732,849059,0
848732,849060,1
848732,849061,21.0871580616633
848732,849062,6.10164374371016
848732,849063,2
848732,849064,10.514866884206
848732,849065,19.3049312311305
848732,849066,1100.96123936446
848732,849067,40.9147936933915
848732,849068,9.51486688420603
848732,849069,0
848732,849070,0
848732,849071,15.5722911774572
848732,849072,31.6594492391205
848732,849073,3.73264005367326
848732,849074,14.8838705742429
848732,849075,14.6739349211674
848732,849076,43.6528010734653
848732,849077,72.4312768747522
848732,849078,4
848732,849079,11.4706474337471
848732,849080,0
848732,849081,32.449513586045
848732,849082,3.73264005367326
848732,849083,116.050684639078
848732,849084,41.8681040529414
848732,849085,13.3049312311305
848732,849086,3.73264005367326
848732,849087,1
848732,849088,0
848732,849089,99.3084992833399
848732,849090,2.73264005367326
848732,849091,230.122320148821
848732,849092,9.20328748742033
848732,849093,3.7380073800738
848732,849094,3.3690036900369
848733,848732,12.5722911774572
848733,848734,19.0375712848038
848733,848735,35.449513586045
848733,848736,2
848733,848737,14.3049312311305
848733,848738,1
848733,848739,5.10164374371016
848733,848740,3.7380073800738
848733,848741,3.7380073800738
848733,848742,24.5028513921503
848733,848743,14.2528742642798
848733,848744,30.9842334786984
848733,848745,27.3425025159342
848733,848746,9.20328748742033
848733,848747,30.3478698423348
848733,848748,11.9359275410936
848733,848749,7.47064743374706
848733,848750,20.7755786648776
848733,848751,2
848733,848752,6.47064743374706
848733,848753,1.3690036900369
848733,848754,2
848733,848755,2.73264005367326
848733,848756,2.73264005367326
848733,848757,1
848733,848758,9.20328748742033
848733,848759,23.1445823549145
848733,848760,105.808453539081
848733,848761,143.419932298497
848733,848762,0.732640053673264
848733,848763,0.3690036900369
848733,848764,1.3690036900369
848733,848765,29.3425025159342
848733,848766,5.10164374371016
848733,848767,4.10164374371016
848733,848768,3.7380073800738
848733,848769,8.73264005367326
848733,848770,0
848733,848771,63.1556524656156
848733,848772,2.73264005367326
848733,848773,1
848733,848774,58.4189259247964
848733,848775,60.0486413955049
848733,848776,7.10164374371016
848733,848777,1.3690036900369
848733,848778,1.3690036900369
848733,848779,2.73264005367326
848733,848780,7.47064743374706
848733,848781,20.0429386112043
848733,848782,0
848733,848783,6.10164374371016
848733,848784,8.10164374371016
848733,848785,8.47064743374706
848733,848786,22.7809459912781
848733,848787,19.0429386112043
848733,848788,13.9412948674941
848733,848789,2.3690036900369
848733,848790,11.5722911774572
848733,848791,2
848733,848792,20.4012076484401
848733,848793,16.310298557531
848733,848794,110.784514043488
848733,848795,5.7380073800738
848733,848796,1.3690036900369
848733,848797,19.0429386112043
848733,848798,2.10164374371016
848733,848799,0.3690036900369
848733,848800,7.47064743374706
848733,848801,5.3690036900369
848733,848802,36.7664603092312
848733,848803,11.2032874874203
848733,848804,29.9788661522979
848733,848805,167.667439236376
848733,848806,1.3690036900369
848733,848807,14.6739349211674
848733,848808,6.47064743374706
848733,848809,1
848733,848810,2.3690036900369
848733,848811,37.8573694001403
848733,848812,17.4065749748407
848733,848813,7.83965112378397
848733,848814,45.7023878503248
848733,848815,4.10164374371016
848733,848816,3.10164374371016
848733,848817,30.9842334786984
848733,848818,3
848733,848819,2.73264005367326
848733,848820,1.3690036900369
848733,848821,8.47064743374706
848733,848822,39.2371077429783
848733,848823,3.10164374371016
848733,848824,9.20328748742033
848733,848825,1.3690036900369
848733,848826,3.10164374371016
848733,848827,96.3337196181879
848733,848828,6.47064743374706
848733,848829,23.1445823549145
848733,848830,4
848733,848831,9.57229117745723
848733,848832,107.546460919155
848733,848833,16.6739349211674
848733,848834,16.6685675947669
848733,848835,1
848733,848836,10.5722911774572
848733,848837,112.612149675216
848733,848838,18.310298557531
848733,848839,28.9268091854472
848733,848840,11.1458631941691
848733,848841,10.839651123784
848733,848842,5.10164374371016
848733,848843,5.73264005367326
848733,848844,3.3690036900369
848733,848845,15.6739349211674
848733,848846,1
848733,848847,22.1445823549145
848733,848848,4.3690036900369
848733,848849,113.130767588668
848733,848850,2.73264005367326
848733,848851,20.4119423012412
848733,848852,26.8772224085877
848733,848853,2
848733,848854,0.3690036900369
848733,848855,0
848733,848856,5
848733,848857,37.8185172760818
848733,848858,17.7181543716264
848733,848859,0.3690036900369
848733,848860,3.10164374371016
848733,848861,44.6862858711232
848733,848862,5.3690036900369
848733,848863,9.83965112378397
848733,848864,10.8838705742429
848733,848865,2.3690036900369
848733,848866,1.3690036900369
848733,848867,12.2032874874203
848733,848868,5.10164374371016
848733,848869,56.5474063005093
848733,848870,13.3049312311305
848733,848871,0
848733,848872,8.47064743374706
848733,848873,174.779817632887
848733,848874,30.664816565521
848733,848875,2.3690036900369
848733,848876,20.7755786648776
848733,848877,2.73264005367326
848733,848878,25.8825897349883
848733,848879,57.3213686682321
848733,848880,23.2462260986246
848733,848881,4.47064743374706
848733,848882,12.9412948674941
848733,848883,0
848733,848884,25.5135860449514
848733,848885,7.3690036900369
848733,848886,5.10164374371016
848733,848887,58.0126864078558
848733,848888,39.920161019792
848733,848889,33.3813546399927
848733,848890,27.9734988258974
848733,848891,0
848733,848892,92.8671586715867
848733,848893,1
848733,848894,5.10164374371016
848733,848895,4.10164374371016
848733,848896,6.47064743374706
848733,848897,42.6474337470647
848733,848898,0
848733,848899,8.10164374371016
848733,848900,26.2462260986246
848733,848901,46.9697477966515
848733,848902,64.1610197920161
848733,848903,26.9788661522979
848733,848904,41.920161019792
848733,848905,26.5028513921503
848733,848906,1
848733,848907,7.47064743374706
848733,848908,12.5722911774572
848733,848909,1
848733,848910,0
848733,848911,5.3690036900369
848733,848912,0
848733,848913,4.3690036900369
848733,848914,11.2032874874203
848733,848915,6.10164374371016
848733,848916,17.7755786648776
848733,848917,52.219724924522
848733,848918,6
848733,848919,0
848733,848920,1.3690036900369
848733,848921,52.9056753377451
848733,848922,3.73264005367326
848733,848923,4.73264005367326
848733,848924,31.7235216980269
848733,848925,16.6739349211674
848733,848926,2.73264005367326
848733,848927,6.47064743374706
848733,848928,286.46140709341
848733,848929,158.736879021683
848733,848930,9.57229117745723
848733,848931,15.3049312311305
848733,848932,9.20328748742033
848733,848933,0
848733,848934,0
848733,848935,10.5722911774572
848733,848936,1.3690036900369
848733,848937,40.920161019792
848733,848938,9.20328748742033
848733,848939,5.47064743374706
848733,848940,0
848733,848941,3.73264005367326
848733,848942,10.5722911774572
848733,848943,7.47064743374706
848733,848944,0
848733,848945,1.3690036900369
848733,848946,53.1461986520692
848733,848947,0
848733,848948,28.8825897349883
848733,848949,6
848733,848950,8.83965112378397
848733,848951,12.9412948674941
848733,848952,17.6739349211674
848733,848953,4.10164374371016
848733,848954,1.3690036900369
848733,848955,119.970418712452
848733,848956,289.189960659937
848733,848957,1
848733,848958,11.839651123784
848733,848959,0
848733,848960,0
848733,848961,97.610533378061
848733,848962,81.0395230398585
848733,848963,24.1888018053734
848733,848964,0
848733,848965,2
848733,848966,0
848733,848967,0
848733,848968,135.180354365527
848733,848969,2.3690036900369
848733,848970,7.47064743374706
848733,848971,0.3690036900369
848733,848972,1
848733,848973,1
848733,848974,0
848733,848975,0
848733,848976,0
848733,848977,54.3280168338873
848733,848978,19.6739349211674
848733,848979,9.83428379738343
848733,848980,0
848733,848981,5.10164374371016
848733,848982,0
848733,848983,0
848733,848984,1
848733,848985,2.73264005367326
848733,848986,326.710194870544
848733,848987,121.005184349364
848733,848988,2.73264005367326
848733,848989,0
848733,848990,20.1445823549145
848733,848991,39.2784300570278
848733,848992,16.4065749748407
848733,848993,7.47064743374706
848733,848994,2
848733,848995,9.20328748742033
848733,848996,24.7235216980269
848733,848997,7.47064743374706
848733,848998,8.47064743374706
848733,848999,9.47064743374706
848733,849000,67.1998719160745
848733,849001,13.9412948674941
848733,849002,1
848733,849003,26.5135860449514
848733,849004,25.2354914458235
848733,849005,16.6739349211674
848733,849006,16.0375712848038
848733,849007,10.5722911774572
848733,849008,9.10164374371016
848733,849009,286.118904577476
848733,849010,1.73264005367326
848733,849011,8.83965112378397
848733,849012,5.3690036900369
848733,849013,3.3690036900369
848733,849014,36.4991003629045
848733,849015,6.47064743374706
848733,849016,6.10164374371016
848733,849017,11.2086548138209
848733,849018,92.1894727211735
848733,849019,0
848733,849020,38.6433472599189
848733,849021,0
848733,849022,12.5722911774572
848733,849023,2.3690036900369
848733,849024,37.4991003629045
848733,849025,2.73264005367326
848733,849026,1.3690036900369
848733,849027,0
848733,849028,2
848733,849029,42.1300966728676
848733,849030,2
848733,849031,126.490652923058
848733,849032,8.47064743374706
848733,849033,23.5135860449514
848733,849034,0
848733,849035,1.3690036900369
848733,849036,4
848733,849037,23.8251654417371
848733,849038,22.2408587722241
848733,849039,0.732640053673264
848733,849040,0
848733,849041,1
848733,849042,21.6165106279162
848733,849043,9.57229117745723
848733,849044,3.3690036900369
848733,849045,2.73264005367326
848733,849046,5.47064743374706
848733,849047,3
848733,849048,59.7453264615291
848733,849049,1
848733,849050,59.0593760483059
848733,849051,0
848733,849052,9.83965112378397
848733,849053,3.73264005367326
848733,849054,17.310298557531
848733,849055,0
848733,849056,14.5722911774572
848733,849057,8.83965112378397
848733,849058,4.10164374371016
848733,849059,0
848733,849060,0
848733,849061,15.3049312311305
848733,849062,6.10164374371016
848733,849063,1
848733,849064,7.10164374371016
848733,849065,14.5722911774572
848733,849066,31.3974566191943
848733,849067,24.2408587722241
848733,849068,6.10164374371016
848733,849069,0
848733,849070,0
848733,849071,12.2032874874203
848733,849072,71.2626635357263
848733,849073,4.10164374371016
848733,849074,10.4706474337471
848733,849075,23.8772224085877
848733,849076,57.3213686682321
848733,849077,9.10164374371016
848733,849078,1
848733,849079,11.5722911774572
848733,849080,0
848733,849081,50.219724924522
848733,849082,2.73264005367326
848733,849083,8.78222683053277
848733,849084,32.7168735323717
848733,849085,38.9094263669909
848733,849086,5.10164374371016
848733,849087,1
848733,849088,0
848733,849089,80.0556250190601
848733,849090,3.7380073800738
848733,849091,34.7061388795706
848733,849092,13.6739349211674
848733,849093,3.7380073800738
848733,849094,1.3690036900369
848734,848732,0
848734,848733,0
848734,848735,0
848734,848736,0
848734,848737,0
848734,848738,0
848734,848739,0
848734,848740,0
848734,848741,0
848734,848742,0
848734,848743,0
848734,848744,0.3690036900369
848734,848745,0
848734,848746,0
848734,848747,0
848734,848748,0
848734,848749,0
848734,848750,0
848734,848751,0
848734,848752,0
848734,848753,0
848734,848754,0
848734,848755,0
848734,848756,0
848734,848757,0
848734,848758,0
848734,848759,0
848734,848760,0
848734,848761,0
848734,848762,0
848734,848763,0
848734,848764,0
848734,848765,0
848734,848766,0
848734,848767,0
848734,848768,0
848734,848769,0
848734,848770,0
848734,848771,0
848734,848772,0
848734,848773,0
848734,848774,0
848734,848775,0
848734,848776,0
848734,848777,0
848734,848778,0
848734,848779,0
848734,848780,0
848734,848781,0
848734,848782,0
848734,848783,0
848734,848784,0
848734,848785,0
848734,848786,0
848734,848787,0
848734,848788,0
848734,848789,0
848734,848790,0
848734,848791,0
848734,848792,0
848734,848793,0
848734,848794,0.3690036900369
848734,848795,0
848734,848796,0
848734,848797,0
848734,848798,0
848734,848799,0
848734,848800,0
848734,848801,0
848734,848802,0
848734,848803,0
848734,848804,0
848734,848805,2.3690036900369
848734,848806,0
848734,848807,0
848734,848808,0
848734,848809,0
848734,848810,0
848734,848811,0
848734,848812,0
848734,848813,0
848734,848814,0.3690036900369
848734,848815,0
848734,848816,0
848734,848817,0
848734,848818,0
848734,848819,0
848734,848820,0
848734,848821,0
848734,848822,0
848734,848823,0
848734,848824,0
848734,848825,0
848734,848826,0
848734,848827,0.3690036900369
848734,848828,0
848734,848829,0
848734,848830,0
848734,848831,0
848734,848832,0
848734,848833,0
848734,848834,0
848734,848835,0
848734,848836,0
848734,848837,0
848734,848838,0
848734,848839,0
848734,848840,0
848734,848841,0
848734,848842,0
848734,848843,0
848734,848844,0
848734,848845,0
848734,848846,0
848734,848847,0
848734,848848,0
848734,848849,2.3690036900369
848734,848850,0
848734,848851,0
848734,848852,0
848734,848853,0
848734,848854,0
848734,848855,0
848734,848856,0
848734,848857,0
848734,848858,0
848734,848859,0
848734,848860,0
848734,848861,0
848734,848862,0
848734,848863,0
848734,848864,0
848734,848865,0
848734,848866,0
848734,848867,0
848734,848868,0
848734,848869,0
848734,848870,0
848734,848871,0
848734,848872,0
848734,848873,2.3690036900369
848734,848874,0
848734,848875,0
848734,848876,0
848734,848877,0
848734,848878,0
848734,848879,0
848734,848880,0
848734,848881,0
848734,848882,0
848734,848883,0
848734,848884,0
848734,848885,0
848734,848886,0
848734,848887,0
848734,848888,0
848734,848889,0
848734,848890,0
848734,848891,0
848734,848892,0
848734,848893,0
848734,848894,0
848734,848895,0
848734,848896,0
848734,848897,0
848734,848898,0
848734,848899,0
848734,848900,0
848734,848901,0.3690036900369
848734,848902,0
848734,848903,0
848734,848904,0.3690036900369
848734,848905,0
848734,848906,0
848734,848907,0
848734,848908,0
848734,848909,0
848734,848910,0
848734,848911,0
848734,848912,0
848734,848913,0
848734,848914,0
848734,848915,0
848734,848916,0
848734,848917,0
848734,848918,0
848734,848919,0
848734,848920,0
848734,848921,0.3690036900369
848734,848922,0
848734,848923,0
848734,848924,0
848734,848925,0
848734,848926,0
848734,848927,0
848734,848928,0.3690036900369
848734,848929,2.3690036900369
848734,848930,0
848734,848931,0
848734,848932,0
848734,848933,0
848734,848934,0
848734,848935,0
848734,848936,0
848734,848937,0.3690036900369
848734,848938,0
848734,848939,0
848734,848940,0
848734,848941,0
848734,848942,0
848734,848943,0
848734,848944,0
848734,848945,0
848734,848946,0
848734,848947,0
848734,848948,0
848734,848949,0
848734,848950,0
848734,848951,0
848734,848952,0
848734,848953,0
848734,848954,0
848734,848955,2.3690036900369
848734,848956,5.10164374371016
848734,848957,0
848734,848958,0
848734,848959,0
848734,848960,0
848734,848961,0
848734,848962,0
848734,848963,0
848734,848964,0
848734,848965,0
848734,848966,0
848734,848967,0
848734,848968,0.3690036900369
848734,848969,0
848734,848970,0
848734,848971,0
848734,848972,0
848734,848973,0
848734,848974,0
848734,848975,0
848734,848976,0
848734,848977,0
848734,848978,0
848734,848979,0
848734,848980,0
848734,848981,0
848734,848982,0
848734,848983,0
848734,848984,0
848734,848985,0
848734,848986,3.7380073800738
848734,848987,1.3690036900369
848734,848988,0
848734,848989,0
848734,848990,0
848734,848991,0
848734,848992,0
848734,848993,0
848734,848994,0
848734,848995,0
848734,848996,0
848734,848997,0
848734,848998,0
848734,848999,0
848734,849000,0
848734,849001,0
848734,849002,0
848734,849003,0
848734,849004,0
848734,849005,0
848734,849006,0
848734,849007,0
848734,849008,0
848734,849009,3.7380073800738
848734,849010,0
848734,849011,0
848734,849012,0
848734,849013,0
848734,849014,0.3690036900369
848734,849015,0
848734,849016,0
848734,849017,0
848734,849018,0
848734,849019,0
848734,849020,0
848734,849021,0
848734,849022,0
848734,849023,0
848734,849024,0.3690036900369
848734,849025,0
848734,849026,0
848734,849027,0
848734,849028,0
848734,849029,0
848734,849030,0
848734,849031,2.3690036900369
848734,849032,0
848734,849033,0
848734,849034,0
848734,849035,0
848734,849036,0
848734,849037,0
848734,849038,0
848734,849039,0
848734,849040,0
848734,849041,0
848734,849042,0
848734,849043,0
848734,849044,0
848734,849045,0
848734,849046,0
848734,849047,0
848734,849048,0
848734,849049,0
848734,849050,0
848734,849051,0
848734,849052,0
848734,849053,0
848734,849054,0
848734,849055,0
848734,849056,0
848734,849057,0
848734,849058,0
848734,849059,0
848734,849060,0
848734,849061,0
848734,849062,0
848734,849063,0
848734,849064,0
848734,849065,0
848734,849066,0
848734,849067,0
848734,849068,0
848734,849069,0
848734,849070,0
848734,849071,0
848734,849072,0
848734,849073,0
848734,849074,0
848734,849075,0
848734,849076,0
848734,849077,0
848734,849078,0
848734,849079,0
848734,849080,0
848734,849081,0
848734,849082,0
848734,849083,0
848734,849084,0
848734,849085,0
848734,849086,0
848734,849087,0
848734,849088,0
848734,849089,0.3690036900369
848734,849090,0
848734,849091,0
848734,849092,0
848734,849093,0
848734,849094,0
848735,848732,125.617517001616
848735,848733,46.3908084535391
848735,848734,42.964380470251
848735,848736,12.514866884206
848735,848737,20.7755786648776
848735,848738,2.3690036900369
848735,848739,13.9412948674941
848735,848740,11.2086548138209
848735,848741,42.5565246561557
848735,848742,34.124729346467
848735,848743,40.3011802018847
848735,848744,78.7936323991339
848735,848745,36.920161019792
848735,848746,12.310298557531
848735,848747,44.3387514866884
848735,848748,19.0429386112043
848735,848749,68.2680308621268
848735,848750,104.141502241469
848735,848751,9.15123052056967
848735,848752,18.4119423012412
848735,848753,4.3690036900369
848735,848754,10.1016437437102
848735,848755,7.47064743374706
848735,848756,3.73264005367326
848735,848757,2
848735,848758,23.194169131774
848735,848759,238.297825622884
848735,848760,110.077429782562
848735,848761,285.770424811686
848735,848762,4.10164374371016
848735,848763,3.10164374371016
848735,848764,6.10164374371016
848735,848765,79.8349547131835
848735,848766,12.9412948674941
848735,848767,11.839651123784
848735,848768,36.1875209661188
848735,848769,22.8838705742429
848735,848770,0
848735,848771,52.9630996309963
848735,848772,5.10164374371016
848735,848773,6.10164374371016
848735,848774,93.6573145070294
848735,848775,71.044890366259
848735,848776,16.9412948674941
848735,848777,3.3690036900369
848735,848778,4.3690036900369
848735,848779,4.10164374371016
848735,848780,15.9412948674941
848735,848781,51.8093989204355
848735,848782,0
848735,848783,10.4706474337471
848735,848784,15.8838705742429
848735,848785,22.7235216980269
848735,848786,54.1784026104724
848735,848787,184.288036351438
848735,848788,22.5135860449514
848735,848789,7.73264005367326
848735,848790,29.7168735323717
848735,848791,6.3690036900369
848735,848792,35.3867219663932
848735,848793,25.194169131774
848735,848794,254.498734408832
848735,848795,47.0767588667622
848735,848796,3.3690036900369
848735,848797,26.5578054954103
848735,848798,4.10164374371016
848735,848799,2.73264005367326
848735,848800,8.20328748742033
848735,848801,26.2528742642798
848735,848802,60.4899820072581
848735,848803,14.9855143179531
848735,848804,135.644353633619
848735,848805,454.12509530054
848735,848806,4.73264005367326
848735,848807,23.2462260986246
848735,848808,14.5722911774572
848735,848809,5.3690036900369
848735,848810,27.9788661522979
848735,848811,58.5366716477082
848735,848812,21.1445823549145
848735,848813,43.3908084535391
848735,848814,124.501387575859
848735,848815,10.2032874874203
848735,848816,7.47064743374706
848735,848817,167.795919612089
848735,848818,13.7822268305328
848735,848819,7.47064743374706
848735,848820,6.10164374371016
848735,848821,22.4561617517002
848735,848822,384.316885730841
848735,848823,6.10164374371016
848735,848824,14.310298557531
848735,848825,5.3690036900369
848735,848826,8.57229117745723
848735,848827,148.251410447989
848735,848828,16.6739349211674
848735,848829,37.7664603092312
848735,848830,19.8838705742429
848735,848831,28.9842334786984
848735,848832,134.960019517551
848735,848833,24.5135860449514
848735,848834,37.1193620200665
848735,848835,2
848735,848836,14.0429386112043
848735,848837,601.480863651612
848735,848838,39.504467689305
848735,848839,67.5969930773688
848735,848840,67.4966301729133
848735,848841,87.3712909029917
848735,848842,10.2032874874203
848735,848843,16.8838705742429
848735,848844,7.47064743374706
848735,848845,42.6528010734653
848735,848846,2
848735,848847,61.3816900978927
848735,848848,23.8838705742429
848735,848849,305.22250007624
848735,848850,5.10164374371016
848735,848851,189.159891433625
848735,848852,69.5796102589125
848735,848853,12.514866884206
848735,848854,3.10164374371016
